Target,Text,Score,Dimension,Annotator_ID
Hillary Clinton,Where's the campaign store is the real question? I am ready to buy some Hillary gear,0,Competence,Annotator_26
Religious people,RT @user: A belief in a cruel god makes a cruel man. ~ Thomas Paine  #Christianity #Islam #SacrilegeSu...,0,Competence,Annotator_26
Women,RT @user: #DebbieWashermanSchultz the woman has a voice the doctor has a voice. Who speaks for the baby? I'm just askin.,0,Competence,Annotator_26
Hillary Clinton,Fabulous @HillaryClinton ! You hit on every subject and I am proud of you ending on a note of kindness. #HillaryInNH,3,Competence,Annotator_26
Hillary Clinton,@Reince This is very credible! Good work! America is desperately in need of good leadership. #VoteGOP #NoHillary,-2,Competence,Annotator_26
Donald Trump,@user political correctness is killing the country! The Don is telling the truth!,2,Competence,Annotator_26
Hillary Clinton,"@user @DrMartyFox I'm on team ""Anyone other than Hillary",-1,Competence,Annotator_26
Barack Obama,"@user not to worry, our real enemy is #Obama",0,Competence,Annotator_26
Women,"when they say men look at women like a piece of meat what do they even mean, they want to cook & eat her? #YesAllWomen",0,Competence,Annotator_26
Nonreligious people,MillennialAscension is to break away from religious ideologies that keep you trapped believing your religion is the all and mighty powerful . We must evolve and move past religion before it destroys us all . I am an atheist . I do not believe in any god or any religion .,-2,Competence,Annotator_26
Women,Pro-life laws only effect women so anti choicers are fine with these laws because the laws are only hurting are females,0,Competence,Annotator_26
Women,What the fuck do women even do? I mean seriously they're just useless other than sex.  #womensrights #Feminist,-3,Competence,Annotator_26
Donald Trump,"Trump, the best thing to happen to the Republican Party or should I say the Democratic Party. #keeptalking",-3,Competence,Annotator_26
Donald Trump,@user @user Right-wing idiots in the US are capable of anything. Including voting for extreme racist,-2,Competence,Annotator_26
Donald Trump,Trump's outlandish statements is political strategy. No one can be that stupid. #GOP #Strategy,1,Competence,Annotator_26
Religious people,"There are two kinds of people on earth - they, who believe in Magic & Miracles & Myth (Oh my!) & we, who are Rational. Regards, an",-3,Competence,Annotator_26
Women,There is nothing sadder than pro-life young women. I can't help but pity the fools. #repealthe8th,-2,Competence,Annotator_26
Hillary Clinton,Laughing at the Republican Party. The BEST they can offer is #DonaldTrump and #JebBush?   #HillaryClinton has got this!,1,Competence,Annotator_26
Nonreligious people,"atheism involves what a person does or does not believe, agnosticism involves what a person does or does not know.  #Waterford",1,Competence,Annotator_26
Barack Obama,"I hate Hillary Clinton and Obama, please go die together  thrown into the ocean get ripped into prices by sharks.",0,Competence,Annotator_26
Barack Obama,"Obama is 'opportunist,' Hillary Clinton no different just 'more militant' - Chomsky #TruthBeTold #notmypresident",1,Competence,Annotator_26
Women,I love how #liberals only accuse #conservatives of war on women when we don't want to fund Planned Parenthood,0,Competence,Annotator_26
Religious people,MillennialAscension is to break away from religious ideologies that keep you trapped believing your religion is the all and mighty powerful . We must evolve and move past religion before it destroys us all . I am an atheist . I do not believe in any god or any religion .,-2,Competence,Annotator_26
Hillary Clinton,@user @HillaryClinton Thank you Carol 4your support and work in pursuit of electing @HillaryClinton POTUS.  #ITrustHillary,0,Competence,Annotator_26
Barack Obama,"WHAT IS ""THE THREAD OF VIOLIN EXTREMISM?"" #OBAMA #ISIS #ISIL #tcot #Elocution",0,Competence,Annotator_26
Donald Trump,"Just so its not lost, today ISIS executed 74 children. To make it worse, our President was tweeting about basketball.",-2,Competence,Annotator_26
Hillary Clinton,This is not her first time at the rodeo!  @HillaryClinton doesn't care who likes her or not This woman is on a mission #Tough,3,Competence,Annotator_26
Hillary Clinton,Republican candidates continuing to spread hatred and alienating the voters. Hillary wins!  #LoveWins #MikeHuckabee #Rubio2016,1,Competence,Annotator_26
Women,Progress for #AfricanAmericans check. Progress for #Gay people check. Progress for #Women. Waiting waiting waiting....,0,Competence,Annotator_26
Donald Trump,Donald Trump is so crazy I'm scared if I was hanging with him he would think it would be okay to sell me back to slavery!,-1,Competence,Annotator_26
Hillary Clinton,@marcorubio will not let our enemies take advantage of us like Obama is doing & Hillary will do! @user #NewAmericanCentury,-2,Competence,Annotator_26
Donald Trump,RT @user: Are y'all at #UTEP ready for #MarcoRubio in #2016 #Miners #LadyMiners #UniversityOfTexasElPaso #Rubio #New...,0,Competence,Annotator_26
Women,Just owned a woman who works for planned parenthood. #factsonly,-2,Competence,Annotator_26
Hillary Clinton,@realDonaldTrump @WhoopiGoldberg @user #VoteForHillary @HillaryClinton isn't racist. A leader who demands #EqualityForAll,2,Competence,Annotator_26
Donald Trump,"@realDonaldTrump U gonna take this? I hope not! Bullshit from #Univision #NBCUniversal and #Macys. ""Magic of Macy's"" my ass",-2,Competence,Annotator_26
Women,@user Not so great for the women you want to force to give birth against their wills. #rapeculture,-2,Competence,Annotator_26
Donald Trump,Trump and his comb over are gonna take over America #IndependenceDay,2,Competence,Annotator_26
Hillary Clinton,Sending u gay bear love from Chicago @HillaryClinton #HillaryMyPresident,0,Competence,Annotator_26
Donald Trump,.@realDonaldTrump should've kept his mouth shut & not run for Pres. He is making the biggest fool out of himself. He's fired,-3,Competence,Annotator_26
Barack Obama,"Unlike Obama, @realDonaldTrump doesn't need a teleprompter.",-3,Competence,Annotator_26
Donald Trump,@user @WhiteHouse @realDonaldTrump I was raised a Democrat- but never would my Mother -going to vote for Trump 2020 ! They have gone far left ! I am 69 ! Just finding my voice ! Trump is right on it ! I will fight you tooth and nail ! Our freedoms are so important ! Democrats will end us ! Come at me !,1,Competence,Annotator_26
Women,So you want equality in the work place between men and woman but you won't take the trash out..? Makes sense,-2,Competence,Annotator_26
Nonreligious people,I don't even recognize America anymore. #scary,0,Competence,Annotator_26
Hillary Clinton,"SUCCESS:  @HillaryClinton said she's receiving a constant barrage of attacks from ""the Right.""  Great job, guys. Keep it up!",0,Competence,Annotator_26
Women,"To the young woman I stood next to at KL airport. Sorry I did not step in when your partner grabbed, threatened you #YesAllWomen",-2,Competence,Annotator_26
Donald Trump,He doesn't care & would have to give up TV gigs anyway to run... loves attention & controversy,-2,Competence,Annotator_26
Donald Trump,"@realDonaldTrump Let's face it, we've become a passive, inert nation controlled by thugs, and redistributionists.",0,Competence,Annotator_26
Donald Trump,"@user There goes the Latino vote, Donald Dumb!!",-2,Competence,Annotator_26
Hillary Clinton,@user @SpeakerBoehner @user @user What her emails? They released the rest all very boring.,0,Competence,Annotator_26
Hillary Clinton,"I think marriage is as it has always been, between a man and a woman. - @HillaryClinton  #MarriageEquaility #justsaying",0,Competence,Annotator_26
Hillary Clinton,@HillaryClinton Says the millionaire politician who accepts $$$ from countries that execute gays. #Hypocrite #WakeUpAmerica,-2,Competence,Annotator_26
Hillary Clinton,Another #Hillary supporter committed to caucus tonight! One more step on the way to winning the Iowa caucus.,1,Competence,Annotator_26
Hillary Clinton,"@theblaze If you think Hillary isn't taking foreign money from Muslim brotherhood, you probably favor Obama as chief justice",1,Competence,Annotator_26
Hillary Clinton,"You're a idiot if you vote for Hillary, her and Obama are The Epitome  of what's wrong with this country #Benghazi",-3,Competence,Annotator_26
Hillary Clinton,Spoke to @HillaryClinton today in NYC. Wow! So smart and impressive!!!,3,Competence,Annotator_26
Donald Trump,Dear @realDonaldTrump: You are an idiot. #america #politics #sticktoyourhair,-3,Competence,Annotator_26
Hillary Clinton,"#Clintonemails are just a prelude of what her presidency could be if elected, a myrad of scandals @GOP @FloridaGOP @marcorubio",-1,Competence,Annotator_26
Hillary Clinton,I think I am going to vote for Monica Lewinsky's Ex- boyfriends Wife,-2,Competence,Annotator_26
Donald Trump,@user @user @realDonaldTrump I'm 71 and loved Reagan but really Trump tops them all .,3,Competence,Annotator_26
Donald Trump,Kudos to Donald Trump for telling off NBC. The media HATES the GOP'S & will do ANYTHING to destroy them. #NBC #mediaatfault,2,Competence,Annotator_26
Hillary Clinton,Can anyone name the jobs #HillaryClinton has been responsible for creating.. Even her security is an entitlement...,-2,Competence,Annotator_26
Women,@spectator exactly women are so weak and incapable the sight of one in a slim skin is giving them an attack of the vapours,-3,Competence,Annotator_26
Hillary Clinton,@user this is how GOP needs to be handling campaign not attacking each other but showing all hillary fails. #uniteright,-1,Competence,Annotator_26
Religious people,"Religious people are people too...... Just bigoted,genitalia mutilating, angry gullible people",-2,Competence,Annotator_26
Hillary Clinton,RT @user: Are y'all at #UTEP ready for #MarcoRubio in #2016 #Miners #LadyMiners #UniversityOfTexasElPaso #Rubio #New...,0,Competence,Annotator_26
Religious people,...because #god made it that way is literally not ever the answer. Keep curiosity alive.,1,Competence,Annotator_26
Donald Trump,Republicans in the White House will make America great again! #Trump #educateyourself #boycottlibralmedia,2,Competence,Annotator_26
Environmentalists,"When the Last Tree Is Cut Down, the Last Fish Eaten & the Last Stream Poisoned, You Will Realize That You Cannot Eat Money",0,Competence,Annotator_26
Hillary Clinton,"@user No, she's got the #BlackLivesMatter vote w/o even talking to them.  Most blacks are brainwashed by @TheDemocrats",2,Competence,Annotator_26
Women,@user @user well said. Men are playing political football with women's right to have control over our bodies. #fail,1,Competence,Annotator_26
Hillary Clinton,@HillaryClinton Hillary pandering with her logo. #ClintonFoundationscandal #ClintonCash,0,Competence,Annotator_26
Hillary Clinton,"HRC is a war monger, every bit as bad as any Republican in the race, and probably worse than some.",1,Competence,Annotator_26
Donald Trump,@Reince This is very credible! Good work! America is desperately in need of good leadership. #VoteGOP #NoHillary,2,Competence,Annotator_26
Women,RT @user: The single most important factor for women's advancement in society is our ability to control our fertility.,1,Competence,Annotator_26
Environmentalists,We're growing vegetables at home. Tell your friends and followers what you're doing for climate! #myChangeForClimate,1,Competence,Annotator_26
Hillary Clinton,@HillaryClinton will pick @SenWarren for VP -Mark my tweet. #UnstoppableTicket #ElizabethWarren,3,Competence,Annotator_26
Hillary Clinton,"Obama is 'opportunist,' Hillary Clinton no different just 'more militant' - Chomsky #TruthBeTold #notmypresident",3,Competence,Annotator_26
Hillary Clinton,"It's Monday night,do you know where your Hillary supporters are? In Rock Hill at our Amazing Phone bank! Come join!HillaryforSC",2,Competence,Annotator_26
Hillary Clinton,@HillaryClinton the @user speaks of women in leadership roles bringing about a more compassionate world. #potus,3,Competence,Annotator_26
Women,@user I have 2 words for u  #Benghazi  #whitewater. She's morally questionable. We as women should demand better,-1,Competence,Annotator_26
Barack Obama,"@theblaze If you think Hillary isn't taking foreign money from Muslim brotherhood, you probably favor Obama as chief justice",-1,Competence,Annotator_26
Women,Expel them_ #male millionaires from society!  All Rights for women and children!  Stop #children #women trafficking!,0,Competence,Annotator_26
Women,Men want women to take their name in marriage for male pride. Because female pride doesn't matter. #genderequality,-2,Competence,Annotator_26
Women,It's nights like this when I'm not so fond of my long hair. I just wanna chop it all off! #heatwave #pnwgirl,0,Competence,Annotator_26
Barack Obama,I suspect Hillary's Scooby Doo tour is being used as a distraction from ServerGate et al.  #NoObamaThirdTerm,0,Competence,Annotator_26
Hillary Clinton,Bill Clinton just wants to be the first dude to be President and bang one.,-2,Competence,Annotator_26
Religious people,"The same ppl who think Paul spoke ""for God"" when denouncing gays also think the current Pope does not speak for God.",-2,Competence,Annotator_26
Donald Trump,@realDonaldTrump Canada supports you! Please stop the ILLEGALS at your boarder before they get to ours.,2,Competence,Annotator_26
Women,"RT @user: Do you know what women should stop wearing after age 30? Nothing. Women can wear whatever they want, no matter how old.",1,Competence,Annotator_26
Women,Are we so desperate in this country to seriously consider a 60+ woman as president?,-2,Competence,Annotator_26
Women,Wonder what it'd be like to wear a dress and NOT be sexually harassed for it.  #YesAllWomen,-1,Competence,Annotator_26
Hillary Clinton,"@user @user Open mouth, reveal heart-Margaret Sanger,architect for black genocide @user @user #HillarySoWhite",0,Competence,Annotator_26
Donald Trump,@user @user Our neighbours on our street in Saskatoon had a Trump sign during the election . How are we going to forget that ?,-1,Competence,Annotator_26
Hillary Clinton,@CNN @jimsciutto Good i'view #Brianna. #Hillary NOT responsible 4 slander/libel-lies r indefensible. WILL be next #POTUS.,1,Competence,Annotator_26
Hillary Clinton,@user Awww does #Killary think posing for that pic will make her look like a real human? @user #Benghazi #Shillary,-1,Competence,Annotator_26
Hillary Clinton,"I need @JamesCarville & @HillaryClinton to stop emailing me. I love you, but I need my space. #stillvotingforyou",1,Competence,Annotator_26
Donald Trump,"Finally a highly intelligent, economically competent contender for The President. TRUMP #Trump #realdonaldtrump",3,Competence,Annotator_26
Women,This just in: Pop culture still hates women.,-1,Competence,Annotator_26
Donald Trump,Laughing at the Republican Party. The BEST they can offer is #DonaldTrump and #JebBush?   #HillaryClinton has got this!,1,Competence,Annotator_26
Donald Trump,"@realDonaldTrump Is the only one that says the truth straight up. No spin, and he constantly stands up for what he believes!",3,Competence,Annotator_26
Hillary Clinton,"@user @user at least he didn't lose an embassy, cover up a murder, or burn govt emails.",-2,Competence,Annotator_26
Hillary Clinton,@HillaryClinton will be the nominee for the Democratic Party. Period. And she's gonna win the Presidency too. #SorryBernie,2,Competence,Annotator_26
Donald Trump,@user Trump came across as a belligerent child,-3,Competence,Annotator_26
Hillary Clinton,@user This is what I see: Make way 4 ur queen peasants! Don'ttouch or talk 2 her U filth! #NoHillary2016 #Benghazi,1,Competence,Annotator_26
Hillary Clinton,I got it! I got it!   A Hillary accomplishment!   She's managed to stay out of prison despite a 30-year crime spree. #tcot #ocra,2,Competence,Annotator_26
Hillary Clinton,@HillaryClinton Will #BillClinton assault #MonicaLewinsky on her birthday? #liberals #HillaryClinton,-2,Competence,Annotator_26
Hillary Clinton,@user 100% agree. We need a woman like Hillary that can help this country get nursed back together!,3,Competence,Annotator_26
Hillary Clinton,Hillary is killing it so far on the trail. She's finally showing her personal side and I think it will benefit her profoundly.,3,Competence,Annotator_26
Hillary Clinton,@user Remember when millions of GWBush's emails went missing or deleted re Iraq War and nobody had a hearing? Yawn!,0,Competence,Annotator_26
Donald Trump,"@user @user at least he didn't lose an embassy, cover up a murder, or burn govt emails.",3,Competence,Annotator_26
Barack Obama,"@user @user Seems the way we're going. Lord, I hope Bilderbergs don't pay for Hitlery like they did O.",-1,Competence,Annotator_26
Hillary Clinton,I suspect Hillary's Scooby Doo tour is being used as a distraction from ServerGate et al.  #NoObamaThirdTerm,-1,Competence,Annotator_26
Hillary Clinton,"@user @user Seems the way we're going. Lord, I hope Bilderbergs don't pay for Hitlery like they did O.",-1,Competence,Annotator_26
Hillary Clinton,@thehill @user are you kidding me...leave her to focus on issues...the next prez,0,Competence,Annotator_26
Nonreligious people,"There are two kinds of people on earth - they, who believe in Magic & Miracles & Myth (Oh my!) & we, who are Rational. Regards, an",-2,Competence,Annotator_26
Donald Trump,a clown who wants to be president #youcantdoit #MexicansAreChidos,-3,Competence,Annotator_26
Women,How to oppress a strong and independent woman? Sit in a certain way... #manspreading,-1,Competence,Annotator_26
Barack Obama,If the Obama cabinet was on the apprentice who would you fire?  Kerry was the answer. #talkcityclub,-1,Competence,Annotator_26
Nonreligious people,Pain and setbacks are a part of life. Stay in faith. Don't put a question mark where #God put a period.,0,Competence,Annotator_26
Hillary Clinton,Join the Hillary team now and come to the Jefferson County phone bank tomorrow from 6-8 at Bliss Studio in Fairfield!,0,Competence,Annotator_26
Hillary Clinton,@HillaryClinton made me proud today!  Nothing like reinforcing what I already knew!,3,Competence,Annotator_26
Women,"Men can no longer look at women's boobs, tattoos, or even look them in the eyes.  Soon: mandatory castration for all males.",0,Competence,Annotator_26
Hillary Clinton,"@user @user So this woman does one thing to help. She's GOP - she's, ultimately, the enemy - don't doubt it",-1,Competence,Annotator_27
Donald Trump,"Republican on facebook said :If it comes down to a choice between Donald Trump and Hillary,  I'm not voting!",0,Competence,Annotator_27
Donald Trump,@user Has anyone in Trump's family read a book or made it past grade 5 .,-3,Competence,Annotator_27
Environmentalists,Y did #randpaul take donations from a #WhiteSupremacy group after shaking hands with black leaders? #BlackLivesMatter #gop,0,Competence,Annotator_27
Donald Trump,"@realDonaldTrump Now you see , this is the problem . As president , you are supposed to be fighting for ALL Americans . You STILL don't get it , do you ? This is why you lost .",-3,Competence,Annotator_27
Women,Feminism is not just about women; it's about letting all people lead fuller lives ~ @JaneFonda #life,0,Competence,Annotator_27
Women,Anti choice laws only effect women.  People don't care about things that don't effect men,0,Competence,Annotator_27
Donald Trump,Comments by @realDonaldTrump were hateful & disgusting. Everyone should sever their ties with him. Thanks @user @user @nbc,-2,Competence,Annotator_27
Religious people,"IDC what the bible says, constitution says you can take it and shove it right back where it came from .. We aren't a theocracy.",-1,Competence,Annotator_27
Women,@HillaryClinton the @user speaks of women in leadership roles bringing about a more compassionate world. #potus,2,Competence,Annotator_27
Religious people,"How did the crucifixion of #Christ lead the world to #salvation, when the only thing it started was the #DarkAges? #skepticism",-2,Competence,Annotator_27
Hillary Clinton,@user @user Never forget @user #Benghazi Shackle the criminal element,0,Competence,Annotator_27
Hillary Clinton,"Hillary has sacrificed more Ambassadors, told more lies, hid and destroyed more evidence... The beat goes on,,, @user",2,Competence,Annotator_27
Hillary Clinton,"RT @user: If Hillary IS elected, I have my transition team together to smoothly move me from a racist to a sexist.",0,Competence,Annotator_27
Donald Trump,@user When you become a Father you realize that you are not the most important person in the room anymore.... Your child is.,0,Competence,Annotator_27
Donald Trump,I like many entries in the 2016 Presidential race; but no one is more accomplished than Donald Trump. His cabinet will be full.,-3,Competence,Annotator_27
Hillary Clinton,"Republican on facebook said :If it comes down to a choice between Donald Trump and Hillary,  I'm not voting!",0,Competence,Annotator_27
Donald Trump,So I'm guessing there won't be a #SlovenianFirstLady in #TheWhiteHouse!,-2,Competence,Annotator_27
Nonreligious people,"Jesus wants you to love those that persecute you, not bring them violence. Love them as He loves you. #theword #truth #Love #Peace",0,Competence,Annotator_27
Hillary Clinton,Congratulations @HillaryClinton on entering the 2016 race for President! You have the support of Jews all over the world!,-2,Competence,Annotator_27
Hillary Clinton,"@user In this context, to all practical extents and purposes? It means",0,Competence,Annotator_27
Hillary Clinton,@user let's see jebs emails from 2000 when he helped his idiot brother steal the presidency,0,Competence,Annotator_27
Hillary Clinton,Hillary: -Assad is a reformer -Putin is re-settable -Libya Jihadist are allies -Iran not building Nukes -Strom is right #tcot,-3,Competence,Annotator_27
Women,@BernieSanders if men were the ones that got preganant this would be a non issue in America #Bernie2016 #WomensRights #Solidarity,0,Competence,Annotator_27
Hillary Clinton,RT @user:#HillaryAccomplishments 1 of select few people fired 4 being 2 unethical 2 investigate Watergate,0,Competence,Annotator_27
Women,"@nytimes Thanks to anti-choicers, women dealing with this may also face prosecution.",0,Competence,Annotator_27
Women,tired of anti-womanist respectability politics. we need a safe space for women can look like they're at the club at an interview,-1,Competence,Annotator_27
Barack Obama,"Leftist, Progressives love 2lie & claim they believe in God, but if they do they would never support #gaymarriage #Obamacare",1,Competence,Annotator_27
Hillary Clinton,Does Hillary really need to run this country? Could we just make her president of the Bingo club at Shady Pines?  #tcot #p2,-3,Competence,Annotator_27
Environmentalists,Climate change?! Explain the definition of climate change.. #fraud #CCOT #liberty #CruzCrew,1,Competence,Annotator_27
Donald Trump,Trump got the smarts to win the hearts,3,Competence,Annotator_27
Hillary Clinton,During ClintonNo.1 prez stint all we heard was 'right wing conspiracy' -it's starting again,1,Competence,Annotator_27
Hillary Clinton,@realDonaldTrump is the only honest voice of the @GOP and that should scare the shit out of everyone!,2,Competence,Annotator_27
Hillary Clinton,@HillaryClinton Yes I can and will.,0,Competence,Annotator_27
Donald Trump,IF Trump could build the WALL it would provide jobs & also B a tourist attraction & pay 4 itself LEGALS arent the ones offended!,2,Competence,Annotator_27
Environmentalists,Climate change is an emergency. Stop denial and start taking steps. #climatehealth,3,Competence,Annotator_27
Hillary Clinton,"The only thing that I would pay money for is to hear Hillary Clinton say ""I QUIT and I'm GUILTY"" that would be worth millions.",-2,Competence,Annotator_27
Hillary Clinton,Hillary: stop pretending you were supporting the LGBT people when you opposed them until 2013. You are a lying conniving human,2,Competence,Annotator_27
Women,Misogynist abuser @user whining that feminists are blocking him. Let's make his day and all bock him. #YesAllWomen,1,Competence,Annotator_27
Women,It's so brilliant that #lovewins - now extend the equality to women's rights #abortionrights,0,Competence,Annotator_27
Women,U know what isn't funny? Male politicians deciding what women should do with their body's.,2,Competence,Annotator_27
Donald Trump,I can vote in 2016 after all ayyyyyyyyyy,0,Competence,Annotator_27
Donald Trump,@user Trump is a racist & a xenophobe . His rhetoric and supporters are frightening the world . He is not making America great at all .,-2,Competence,Annotator_27
Hillary Clinton,Do we call Bill Mr President...the first 1st man of Or mr president the 1st man? Lol #imreadyforhillary,0,Competence,Annotator_27
Donald Trump,"I've made my decision, to the shock of no one probably, who I'm supporting",0,Competence,Annotator_27
Hillary Clinton,People should and do trust me.  -woman who also denied getting a subpoena Trey Gowdy served her before she deleted emails,1,Competence,Annotator_27
Hillary Clinton,@CBSThisMorning Emails missing and incomplete? Who'd of thunk it?  I'M ABOVE THE LAW and the rest of you peons! JUST TRUST ME!,1,Competence,Annotator_27
Donald Trump,"For the record, as a #Latino, (#Peruvian to be specific), let me state the obvious: #FuckTrump",0,Competence,Annotator_27
Hillary Clinton,"If you cant dazzle them with brilliance, baffle them with bullshit. #HillaryClinton #libstardsareidiots",1,Competence,Annotator_27
Religious people,"@user if u discriminate based on ur religion, be ready to be discriminated against for having that religion. @user",-3,Competence,Annotator_27
Women,"There is one more basic cause [of the abuse of women], and that is that, in general, men don't give a damn. (Jimmy Carter)",0,Competence,Annotator_27
Hillary Clinton,"A body-cam on every cop, private servers for Cabinet Secretaries.",0,Competence,Annotator_27
Hillary Clinton,President Jimmy Carter:  There's no doubt Hillary will get the nomination. And when she does I'll be happy to support her,2,Competence,Annotator_27
Religious people,"Religion lies on a collective apophenia, but you need certain conditions to keep it on and those are disappearing",-3,Competence,Annotator_27
Donald Trump,@user @user What diversity? Conservatives are racist. I am one. I love Trump.,0,Competence,Annotator_27
Hillary Clinton,Hillary Clinton vs. Bernie Sanders primary will be like the brawl over applesauce at the retirement home. #ReadyForHillary,-3,Competence,Annotator_27
Donald Trump,"WE Love Mexicans,WE Respect your Work Ethic,Your Love of Family,Your Loyalty,Your FOOD &Your Love Of God! Lets ALL Get JOBS,VOTE",0,Competence,Annotator_27
Women,Women are not going to be equal outside the home until men are equal in it-- Gloria Steinem  #women #men,0,Competence,Annotator_27
Hillary Clinton,"What are you afraid of @HillaryClinton? If you can't answer questions from the press, why do we want you as POTUS",-2,Competence,Annotator_27
Hillary Clinton,I really need my new @HillaryClinton shirt to come in. Meeting some people at the brewery same night as a Bernie meetup there.,0,Competence,Annotator_27
Hillary Clinton,".@HillaryClinton blames her lack of trust among the populace on @GOP, forgetting that she's a lying, conniving, murderous, cheat.",1,Competence,Annotator_27
Hillary Clinton,"If Hillary Clinton is elected president in 2016, this nation will surely experience unprecedented destruction.",-3,Competence,Annotator_27
Hillary Clinton,"@FoxNews report shows U.S. State Department cannot locate 15 of Hillary Clinton's Private Emails.  Not so fast, Hillary!",0,Competence,Annotator_27
Women,"Women are strong, women are smart, women are bold. #FeministsAreBeautifulisalovemovement",-3,Competence,Annotator_27
Donald Trump,@realDonaldTrump is the only candidate who has the backbone to get our #country back on the #rightpath,3,Competence,Annotator_27
Hillary Clinton,@HillaryClinton lies again She WAS subpoenaed! She violated law etc! #RedNationRising,1,Competence,Annotator_27
Religious people,The far right wing is imploding and they can't understand why. Too funny. #SCOTUSMarriage #pot #healthcare,0,Competence,Annotator_27
Hillary Clinton,@HillaryClinton Hahahaha how much are you going to charge them!!!! #NoHillary2016,0,Competence,Annotator_27
Barack Obama,@BarackObama #Love_peace and peaceful coexistence of all no to violence and #terrorism,0,Competence,Annotator_27
Women,"Men are from Earth, women are from Earth. Deal with it.  - George Carlin #QuotesOfTheDay #EqualityForAll #equality",0,Competence,Annotator_27
Hillary Clinton,I can vote in 2016 after all ayyyyyyyyyy,0,Competence,Annotator_27
Hillary Clinton,"hey ""transparent"" @HillaryClinton so...who is ""Santa""? #LibHack #Pay2Play #Corruptocrat #tcot #Benghazi #VinceFoster #Monica",-1,Competence,Annotator_27
Barack Obama,"Mining is where all the money is but our ""Leader"" says otherwise #ArrestObama #RedNationRising #OperationBendOver #NoSanctuary",-3,Competence,Annotator_27
Donald Trump,@user @user Are you a troll or do you just want more trump ? Maybe both ??,0,Competence,Annotator_27
Donald Trump,@JebBush and @marcorubio cannot speak their minds b/c they are paid 2 keep things pc. @realDonaldTrump ANSWERS TO NO ONE!,2,Competence,Annotator_27
Donald Trump,@realDonaldTrump - You are not very smart Donald,-3,Competence,Annotator_27
Hillary Clinton,@WSJ . Clinton Foundation to keep accepting bribes from foreign governments #WhyImNotVotingForHillary,0,Competence,Annotator_27
Donald Trump,@user Donald Trump is a narcissist . That extends to everyone in his cabinet . THEY ARE ALL TWISTED !!! \nLook back decades and you find Trump was allowed to descend into this state by privilege . Kavanaugh presents like this . It's what everyone wants to ignore . Could that be a reflection ?,1,Competence,Annotator_27
Women,"A needed, safe medical procedure is available to women. Unfortunately, RW men say they should make women's decisions. Sad, huh?",2,Competence,Annotator_27
Donald Trump,#NothingMoreAmericanThan complaining about Mexicans when you've been marketing off their labor.,0,Competence,Annotator_27
Women,Watching #missrepresentation .. We must change our world. #womenrule #change #beauty,0,Competence,Annotator_27
Donald Trump,"Spine, I would like for you to meet the Republican Party.",-1,Competence,Annotator_27
Hillary Clinton,"I hate Hillary Clinton and Obama, please go die together  thrown into the ocean get ripped into prices by sharks.",0,Competence,Annotator_27
Hillary Clinton,"I've made my decision, to the shock of no one probably, who I'm supporting",0,Competence,Annotator_27
Hillary Clinton,@CNN One would hope everyone would be fired up over such a blatant lie,1,Competence,Annotator_27
Hillary Clinton,Win with the Blacks. Put some of your focus on the racial tension between Blacks and Whites.,0,Competence,Annotator_27
Hillary Clinton,"Night, sleep tight, don't let Hillary bite. says @user   ""Nightmares"" is all I say.",0,Competence,Annotator_27
Donald Trump,"@realDonaldTrump is just saying what most are thinking, you have to give him credit #Trump4POTUS",2,Competence,Annotator_27
Hillary Clinton,Are we so desperate in this country to seriously consider a 60+ woman as president?,-2,Competence,Annotator_27
Donald Trump,"@user @realDonaldTrump Nope . We have a crazy conservative faction too , but no huge rallies for trump here . We're the people who crashed the system a few years ago in our eagerness to fill in the 🇨🇦census . We like facts and science . I feel pity right now for U.S. bc of trump . I hope for Biden win",-2,Competence,Annotator_27
Barack Obama,loud ass thunder and three seconds of rain here #thanksobama,0,Competence,Annotator_27
Religious people,Imagine how amazing the world would be without religion. No wars. No hate (religion wise). No extremist.,-2,Competence,Annotator_27
Donald Trump,@ac360 @user @andersoncooper #AC360 HECK YEAH BOMB THE CRAP OUT OF #IRAQ & SEND IN PROS TO RUN OIL FIELDS! @realDonaldTrump,2,Competence,Annotator_27
Women,@user @user Illegal aliens are destroying America and raping our women!,0,Competence,Annotator_27
Barack Obama,"You're a idiot if you vote for Hillary, her and Obama are The Epitome  of what's wrong with this country #Benghazi",-3,Competence,Annotator_27
Donald Trump,"@user @Jim_Jordan @realDonaldTrump Well , clearly you didn't learn much there , or wherever you got your "" education . "" \nBut , your freedom to be poorly educated and ignorant is unimpeachable , so more power to you !",-3,Competence,Annotator_27
Religious people,@user @user Read a book that isn't about a burning bush and maybe you'll learn something #LoveWins,-3,Competence,Annotator_27
Women,"@user I would like to see poll: How many abortion doctors have told a woman ""No, an abortion is not required in your case.",0,Competence,Annotator_27
Women,There's an undeniable inverse correlation between women's right to choose and crime rates #womensrights,1,Competence,Annotator_27
Donald Trump,Liberals do not like that @realDonaldTrump is moving up in the polls. #MakeAmericaGreatAgain #TheGreatWallofMexico,-2,Competence,Annotator_27
Women,RT @user: Look for our latest indiegogo campaign coming out soon to help turn young girls into great leaders. #womensrights,3,Competence,Annotator_27
Donald Trump,"The Left fear Donald Trump, BIG TIME! @realDonaldTrump",2,Competence,Annotator_27
Environmentalists,"@user yes ironic that the alarmists are the actual ""deniers",-2,Competence,Annotator_27
