Text,Target,Competence,Sociability,Trust
Both @realDonaldTrump & @JustinTrudeau have Scottish 🏴󠁧󠁢󠁳󠁣󠁴󠁿backgrounds but I chose #Trump . Our Prime Minister is a God Damn embarrassment on the world 🌎 🌍 stage .,Donald Trump,2,0,1
Both gods and religion where made up by some folks in antiquity to help explain things.  #freethinker,Religious people,0,-1,-3
Breaking News: #Hillary trades campaign bus for a broomstick.,Hillary Clinton,-1,-2,-2
"By accepting religion, you are pulling a big fuzz ball of superstition into your brain.  #freethinker",Religious people,-2,-2,-3
Can anyone name the jobs #HillaryClinton has been responsible for creating.. Even her security is an entitlement...,Hillary Clinton,-1,-2,-1
Can't find it in me to be friends with people who throw around the word 'slut' or judge women for being sexual beings. #Equality,Women,1,1,1
Casually hangin' with @HillaryClinton on a conference call while taking a break at #ACUHOI.,Hillary Clinton,2,0,1
"Catholics should be proud of the 4 God-fearing, Bible believing justices that defended the Faith and our Nation. #SCOTUS #tcot",Religious people,1,2,0
Climate change is an emergency. Stop denial and start taking steps. #climatehealth,Environmentalists,2,1,1
Coming from a female that was taken away the ability to have children. I still believe women should have the ability to choose.,Women,2,1,2
Comments by @realDonaldTrump were hateful & disgusting. Everyone should sever their ties with him. Thanks @user @user @nbc,Donald Trump,-1,-2,-3
Conflict is a vehicle for change!  Ask @realDonaldTrump Trump becoming a front runner. #USA #leadership,Donald Trump,2,1,1
Congratulations @HillaryClinton on entering the 2016 race for President! You have the support of Jews all over the world!,Hillary Clinton,2,2,2
Congratulations to America for overcoming 1 battle for #equality. Now let's have women&all races treated equally #AllLivesMatter,Women,2,2,2
"Considering the fact that Bush was a president of this country, I don't see it a joke that Trump is running ! #Election2016",Donald Trump,-2,0,0
Contrary to stereotype I see feminists all over social media championing causes that benefit men. #YesAllWomen #HeForShe,Women,2,1,1
Courting patriarchal approval condemns your sisters to abuse about their physical appearance #patriarchyisugly,Women,-1,0,-1
DID YOU KNOW that the U.S Constitution is now under full pledge attack by the Obama tyrant administration? #WethePeople,Barack Obama,-1,-2,-3
Dad while watching the news:  Politics is just show business for ugly people #HowAboutNo,Barack Obama,-1,-1,-1
Dad while watching the news:  Politics is just show business for ugly people #HowAboutNo,Donald Trump,0,-1,0
Dad while watching the news:  Politics is just show business for ugly people #HowAboutNo,Hillary Clinton,0,-1,-1
David Attenborough being interviewed by President Obama is brilliant & fascinating viewing #ForeignCorrespondent #ABC #tunein,Barack Obama,2,2,1
Dear @realDonaldTrump: You are an idiot. #america #politics #sticktoyourhair,Donald Trump,-2,-1,-1
Dear Republicans: Please nominate Donald Trump. The reminder that people like him exist will do wonders for the progressive cause,Donald Trump,0,0,1
Definitely the #SCOTUS today has landed where women are. #Texas #clinics #issues,Women,0,1,1
Democrats want power for themselves. Republicans will give YOU the power! #Election2016,Hillary Clinton,0,-1,-1
"Despite today's ruling, our struggle to end LGBT discrimination is also far from finished - @HillaryClinton #VirginiaJJ",Hillary Clinton,2,1,0
"Didn't take long for Clinton lackey @user to play the ""crazy"" card. So predictable",Hillary Clinton,-1,-1,-2
"Do nothing for #God , Do everything for humans. #freethinker #LoveWins",Religious people,0,-1,-2
Do you know what would REALLY PISS .@HillaryClinton OFF?  .@user .@user runs against her. LMAO!   #WakeUpAmerica No longer is,Hillary Clinton,0,-1,-1
Does Hillary really need to run this country? Could we just make her president of the Bingo club at Shady Pines?  #tcot #p2,Hillary Clinton,-2,-1,-2
Does it involve women? It's sexist. Does it not involve women? It's sexist. No winning.,Women,0,-2,-1
Don't #GiveYourMoneyToWomen. Instead feed a cat or a dog. The animal will like you and show some gratitude.,Women,-2,-3,-3
"Don't forget about the girls who've gone to hell & back to get the bodies they have now , & the ones who aren't done yet #TransLivesMatter",Women,1,0,1
Don't you someday want to see a well qualified candidate by the president of the United States? #ReflectingHillary,Hillary Clinton,0,0,1
"Donald J. Trump, I am voting for you to be our next ""El Presidente""! #trumpforpresident",Donald Trump,0,2,2
"Donald Trump gets the boot from #NBC for calling immigrants rapists and murderers. Hey Donnie, where's your wife from again?",Donald Trump,-1,-2,-3
"Donald Trump has me ""L-ing my A O.""  This dude is nuts I highly recommend watching the #CNN interview.  He is entertaining.",Donald Trump,1,0,-1
Donald Trump inhaled so much air spray & started to believe he is the title holder for the United States.,Donald Trump,-2,-2,-2
"Donald Trump is a joke. His a simpleminded idiot, and I have nothing else to say about him. He can go FUCK him self.",Donald Trump,-1,-3,-2
Donald Trump is gonna end up like Hitler,Donald Trump,-3,-3,-3
Donald Trump is only saying what ALL the other 2016 GOP Presidential candidates are thinking! Bad things!! #GOP #Trump #POTUS,Donald Trump,0,0,-1
Donald Trump is so crazy I'm scared if I was hanging with him he would think it would be okay to sell me back to slavery!,Donald Trump,-1,-2,-2
Donald Trump is the man lets get this man in the White House!!!,Donald Trump,2,2,3
Donald Trump is the man of all men,Donald Trump,2,2,2
Donald Trump isn't afraid to roast everyone.,Donald Trump,2,0,1
Donald Trump stays roasting on Twitter,Donald Trump,0,0,1
"Donald trump is way better than ANY candidate out there. Because he's real, not a lobbyist backed puppet #Election2016",Donald Trump,2,3,3
"Dude, why can't Hillary run a fax machine?",Hillary Clinton,0,-1,-1
During ClintonNo.1 prez stint all we heard was 'right wing conspiracy' -it's starting again,Hillary Clinton,0,-2,-1
"Either way, @HillaryClinton rises above the media chatter every time. That's one reason why I admire and respect her so much.",Hillary Clinton,2,2,1
Enjoyed @user article on feminism + @hillaryclinton.We are building campaign that engages ppl through an intersectional lens,Hillary Clinton,1,1,1
"Enough w/living off outdated guidelines, suppression, and insecurities. We're capable of making well informed decisions",Nonreligious people,2,1,0
"Entire campaign platform for @HillaryClinton seems to be... ""I'm Hillary Clinton"".  #norecord #nosubstance #tcot #PJNET",Hillary Clinton,-1,-1,-2
"Even if I didn't love @taylorswift13's music, I'd still be a fan. She's a brilliant young woman.",Women,2,0,2
"Even if your MIND denied #God, your SOUL will no #islam",Nonreligious people,-2,-1,-2
Everything Donald Trump said was 100% true though.,Donald Trump,2,1,3
Evidence-based thought just works out better than superstition-based thought.   #freethinker,Religious people,-1,-1,-1
Expel them_ #male millionaires from society!  All Rights for women and children!  Stop #children #women trafficking!,Women,1,0,0
FINALLY A WOMEN RUNNING FOR PRESIDENT,Hillary Clinton,2,1,2
FINALLY A WOMEN RUNNING FOR PRESIDENT,Women,2,2,2
Fabulous @HillaryClinton ! You hit on every subject and I am proud of you ending on a note of kindness. #HillaryInNH,Hillary Clinton,3,2,2
"Faith, perseverance and HardWork , is what separates Dreamers from Achievers! #GodFirst #actorslife #Dancer #LetsWork #Vision #Work",Religious people,2,1,3
Fantastic Emmet County Dem meeting tonight in Estherville. Glad to meet some @HillaryClinton supporters!,Hillary Clinton,1,2,2
Feminism then: Fight for women's rights  Feminism now: Find the most petty first world problem to whine about.,Women,-2,-1,-2
Feminists: stop with the rape jokes! How do you think the women feel?!  Me: depends on how big it is  #Meninist,Women,-2,-1,-2
"Finally a highly intelligent, economically competent contender for The President. TRUMP #Trump #realdonaldtrump",Donald Trump,2,2,3
"Folks, this is what happens when Liberals are in control! All hell breaks loose! Had enough yet?",Hillary Clinton,-1,-1,-2
"For no one can lay any foundation other than the one that has been laid, that foundation is #Christ.",Nonreligious people,0,0,0
"For the record, as a #Latino, (#Peruvian to be specific), let me state the obvious: #FuckTrump",Donald Trump,0,-2,-2
Freedom of speech? Yeah right. You are only allowed to say what you want if it lines up with the liberal agenda. Wake up people,Donald Trump,0,-1,0
"Full of #narcissism and self-loathing, a lot of women out there like that. Its got sod all to do with #WrightStuff #WolfWhistling",Women,-2,-2,-1
"Gay Rights are Human Rights, and Human Rights are #GayRights - @HillaryClinton #HillaryForAmerica",Hillary Clinton,2,1,2
Get the truth from Trump! @realDonaldTrump,Donald Trump,1,1,2
Getting good at biting my tongue with my totally brainwashed 'Xtian family. It can be so tiring & very annoying at times.,Religious people,-2,-2,-2
Go back to focusing on brainless beauties... Oh wait you can't cuz you've been fired #NBC #youlose #sorrynotsorry,Donald Trump,-1,-2,-2
"God gave us a mind, and He expects Christians to use their own. Don't be led around by the decisions of others #Truth",Religious people,1,0,1
God never gives us anything we can't handle - it's either a victory or a lesson ....have an amazing day!! #inspiration #believe,Nonreligious people,-1,0,0
God never gives us anything we can't handle - it's either a victory or a lesson ....have an amazing day!! #inspiration #believe,Religious people,1,2,2
"Goldstein is the #SanFrancisco City Archivist, she asks ""Where are the women in the history of our city?"" #alaac15 #archives",Women,1,0,0
"Good morning. I wake up on 8 pm, but is 10 pm...  That's Only Holiday :) #holiday #summer #sunrise #wakacyjnefolllowspree",Religious people,0,0,0
"Gotta love everyone disliking @realDonaldTrump because he actually makes sense, and may even bring the country back to normal",Donald Trump,2,2,2
Great comments by @MittRomney about pathological liar #HillaryClinton .,Hillary Clinton,-1,-1,-2
Great that @HillaryClinton attended #ClementaPinckney 's funeral today!!,Hillary Clinton,1,1,1
Great to see my mentor @user at #DCinSD. And she's right we have the most qualified candidate ever running for POTUS.,Hillary Clinton,3,1,0
Gwen being a good leader and training a new volunteer in rock hill.! #FellowsSC #HillaryForSC,Hillary Clinton,1,1,1
H stands for Holding Back e-mails belonging to #WeThePeople #obstructingjustice #WakeUpAmerica #HillaryLiesMatter #UniteBIue,Hillary Clinton,-1,-2,-2
"Has Trump tweeted today , hard to believe he could behave all day",Donald Trump,-1,-1,-1
Have full faith in @HillaryClinton's campaign. #strategy #politics,Hillary Clinton,1,2,3
He doesn't care & would have to give up TV gigs anyway to run... loves attention & controversy,Donald Trump,-1,-1,-2
Healthcare in America must be fixed. Women are everything.  #TeamJason,Women,1,2,1
Hey @MayorGregor thanks for letting a racist bigot build a giant tower with his name on it downtown. Real proud of ya.,Donald Trump,-1,-2,-3
Hey at @realDonaldTrump I'll vote for you if you adopt me!,Donald Trump,0,2,1
"Hey!!! If anyone wants to help with the Hillary camp at Charlotte pride, let me know!!! #nc #pride #lgbt",Hillary Clinton,0,2,2
"Hilary has lied, deleted Benghazi emails, and betrayed the trust of Americans scandal after scandal.",Hillary Clinton,-1,-2,-3
Hillary Clinton for Ambassador to ISIS.,Hillary Clinton,-2,-2,-1
"Hillary Clinton has amassed $329 million in her career (3 of her top 5 donors are Citigroup, Goldman & JP Morgan). #Bernie2016",Hillary Clinton,2,0,0
Hillary Clinton has not driven a car since 1996. #clintonfakerealityshow,Hillary Clinton,-1,-1,-1
Hillary Clinton is a devious & deceitful career politician. She is the Richard Nixon of our time.,Hillary Clinton,0,-2,-3
Hillary Clinton is the only one who can turn this country around we don't need another man in the office. #endsexism,Hillary Clinton,2,1,3
Hillary Clinton makes Nixon look like an amateur schoolboy #ClintonCash #ClintonFoundation #Clinton,Hillary Clinton,-2,-1,-1
Hillary Clinton might end up having my vote. She's been tackling so many issues that America needs to face.,Hillary Clinton,2,2,2
Hillary Clinton vs. Bernie Sanders primary will be like the brawl over applesauce at the retirement home. #ReadyForHillary,Hillary Clinton,0,0,1
"Hillary LIES, yet people still desire her as the President of the United States. #sad",Hillary Clinton,0,-1,-2
Hillary can not win. Here's hoping the Dems offer a real candidate like Warren. #Warren2016,Hillary Clinton,-1,0,-1
Hillary can't use a fucking fax machine but you idiots are going to vote for her to be President?,Hillary Clinton,-2,-2,-2
"Hillary claims to be a ""champion"" of the middle class, but @user tax plan cuts the FICA tax, benefiting the middle class.",Hillary Clinton,0,0,-1
Hillary doesn't want to put anyone in prison anymore. Obviously worried about her own future.,Hillary Clinton,-1,-2,-1
Hillary gave her first big interview. Did she talk about the issues? Did she rally the left? Nope. Total dud. #Bernie2016,Hillary Clinton,-1,-1,-1
Hillary had just enough time to doctor her email inbox to her advantage before releasing them.... hahaha #justkidding,Hillary Clinton,0,-1,-2
"Hillary has flipped yet again, and is now pro-sanctuary cities.",Hillary Clinton,-1,0,-1
"Hillary has lied, deleted Benghazi emails, and betrayed the trust of Americans scandal after scandal.",Hillary Clinton,0,-2,-3
Hillary is killing it so far on the trail. She's finally showing her personal side and I think it will benefit her profoundly.,Hillary Clinton,3,2,2
Hillary is our best choice if we truly want to continue being a progressive nation. #Ohio,Hillary Clinton,2,2,3
Hillary needs to go to a Sheetz gas station after 10 pm to see the real America.,Hillary Clinton,0,-2,-1
"Hillary says people should and do trust her, phew wee I am glad she finally got that issue behind her.",Hillary Clinton,0,-1,1
Hillary upset GOP candidates didn't respond to Trump's illegal imm comments immediately-yet we're still waiting for her emails.,Hillary Clinton,0,-1,-2
"Hillary wants to be a champion for women, unless they're unborn.",Hillary Clinton,0,-1,-2
"Hillary wants to be a champion for women, unless they're unborn.",Women,0,-1,-1
Hillary will get past the primaries cause Dem voters don't think she can do any wrong. But she will be beat in November,Hillary Clinton,2,-1,-1
Hillary's New Campaign slogan is:  HILLARY - NOTHING TO HIDE BUT THE TRUTH!  #tcot #WakeUpAmerica,Hillary Clinton,0,-2,-2
Hillary's campaign raised $45 million  91% of all donations were $100 or less  This is a record. Beating Obama's record in '11,Barack Obama,1,0,1
Hillary's campaign raised $45 million  91% of all donations were $100 or less  This is a record. Beating Obama's record in '11,Hillary Clinton,1,2,1
Hillary: stop pretending you were supporting the LGBT people when you opposed them until 2013. You are a lying conniving human,Hillary Clinton,1,-2,-2
Hilly & Barry's Bloody Benghazi Bamboozle #HillaryIceCreamFlavors   #tcot #WakeUpAmerica,Hillary Clinton,-1,-1,-2
How anyone can believe a single word that comes out of that woman's mouth is beyond me...,Hillary Clinton,-2,-2,-3
How can we expect u to make good financial decisions for the US if u can't manage ur own multimillion $ salary so ur not broke,Hillary Clinton,-2,-1,0
How can you be female and not be a feminist? Like do you not care about your rights as a women or what?,Women,0,1,2
"I AM A CROOK...and I like it, like it, yes I do #HillaryCampaignSlogan  #WakeUpAmerica #StopHillary2016 #specialreport",Hillary Clinton,-1,-2,-3
"I HOPE YOU GET RAPED is apparently how misogynists say ""How dare you not bend to my will?""  #YesAllWomen",Women,0,-1,-1
I NEED FEMINISM BECAUSE- A man in a room full of women is ecstatic. A woman in a room full of men is terrified.,Women,0,0,-1
I admire how real and unapologetic Donald Trump is on his Political standpoints,Donald Trump,2,2,1
"I am 42 years old and "" Nothing Compares 2 U "" is still the greatest love song of my lifetime . Sinead O'Connor ranks high amongst the women to whom we did wrong , years before Britney ( not that it's a competition or makes anything better ) . Give her her flowers before it's too late .",Women,1,3,2
"I am a man, but I feel most qualified to make healthcare decisions for women.   #ThingsYouDontSayAsAPolitician",Women,-1,0,0
I am just as much a feminist as any pro-choicer. I simply carry my beliefs to their logical conclusion. #faminism #YesAllWomen,Women,1,2,1
"I am not free while any woman is unfree, even when her shackles are very different from my own Audre Lorde #feminist",Women,0,2,2
"I believe that too often religious people do good for the same reasons non-religious do, but they give undo credit to their faith.",Religious people,-1,0,0
I can tell women what to do with their bodies  #ThingsYouDontSayAsAPolitician,Women,-1,-1,-2
I cannot believe there are still people in this century who opposed to women having rights over their own bodies! #disgusted,Women,1,1,2
I cant handle it when a 30 yr old woman talks about how others need to grow up all the time while having a hissy fit over someone having a differing opinion than her . #growup,Women,-2,-2,-1
I could never take the idea of religion very seriously. ~Joyce Carol Oates,Religious people,0,-1,-1
I do not wish for #Women to have power over #Men but over themselves. #Milan #KnockKnock #PAK_Army #PTIFamily,Women,0,1,-1
I don't  care why the globe is warming. I just want to stop it before there is irreparable harm #fuckpolitics #sciencerules,Environmentalists,1,0,1
I don't believe in the hereafter.  I believe in the here and now.,Religious people,0,0,-2
I don't even recognize America anymore. #scary,Nonreligious people,1,0,0
I dont understand the people that bash Donald Trump but take Hillary Clinton seriously,Donald Trump,1,0,2
I dont understand the people that bash Donald Trump but take Hillary Clinton seriously,Hillary Clinton,-1,0,-2
I feel dumb that I am so broke and Donald Trump is a billionaire.,Donald Trump,-1,-1,-1
I find allowing the deaths of Americans in Benghazi to be more offensive than the name Redskins. #Benghazi #redskins,Hillary Clinton,-1,0,-2
I got it! I got it!   A Hillary accomplishment!   She's managed to stay out of prison despite a 30-year crime spree. #tcot #ocra,Hillary Clinton,-1,-1,-3
"I guarantee Hillary could care less about black rights.  If Obama did, blacks wouldn't be in the same predicament still.",Barack Obama,-1,-2,-2
"I guarantee Hillary could care less about black rights.  If Obama did, blacks wouldn't be in the same predicament still.",Hillary Clinton,-2,-2,0
"I hate Hillary Clinton and Obama, please go die together  thrown into the ocean get ripped into prices by sharks.",Barack Obama,-2,-3,-2
"I hate Hillary Clinton and Obama, please go die together  thrown into the ocean get ripped into prices by sharks.",Hillary Clinton,0,-3,-3
I have a dream ! The end of religion  #AP666 #AtheistRollCall #TeamAtheist #freethinker #freedom,Religious people,0,-2,-1
I hope every Billionaire learned their lesson bout talking sh%t about Mexicans!  Do it in your golf clubs NOT on TV!,Donald Trump,-1,-1,-2
I just cancelled my reservation at the Trump hotel in Las Vegas.  I hope like minded people intolerant of bigots do the same,Donald Trump,-2,-2,-3
I just gave an unhealthy amount of my hard-earned money away to the big gov't & untrustworthy IRS. #WhyImNotVotingForHillary,Hillary Clinton,-1,-1,-3
I love how #liberals only accuse #conservatives of war on women when we don't want to fund Planned Parenthood,Women,0,-1,-1
"I need @JamesCarville & @HillaryClinton to stop emailing me. I love you, but I need my space. #stillvotingforyou",Hillary Clinton,1,1,1
I need feminism because:  A man in a room full of women is ecstatic. A woman in a room full of men is terrified.,Women,0,2,1
I really need my new @HillaryClinton shirt to come in. Meeting some people at the brewery same night as a Bernie meetup there.,Hillary Clinton,1,1,2
I refuse to let people like you shame and insult women for accessing healthcare. Sorry. Just no.,Women,1,2,1
"I see more and more people each day question God's work and why he does things. If you believe, you shouldn't have any questions.",Nonreligious people,-1,-1,-1
I suddenly find myself liking @nbc a whole lot more than ever before.forPresidentoftheClubofIdiots,Donald Trump,-2,-1,0
I sure hope @realDonaldTrump calls @JustinTrudeau a pathetic weak leader again at this years #G7 #TrudeauMustGo,Donald Trump,2,-1,0
I suspect Hillary's Scooby Doo tour is being used as a distraction from ServerGate et al.  #NoObamaThirdTerm,Barack Obama,-1,-2,-2
I suspect Hillary's Scooby Doo tour is being used as a distraction from ServerGate et al.  #NoObamaThirdTerm,Hillary Clinton,0,-2,-2
I think I am going to vote for Monica Lewinsky's Ex- boyfriends Wife,Hillary Clinton,0,0,0
I think it's okay for a woman to take a mans name if she wants to. #genderequality,Women,1,2,1
I want America to great again #WhyImNotVotingForHillary,Hillary Clinton,-1,0,-2
I wish #OliviaPope could run @HillaryClinton 's campaign... #Scandal #livisreal,Hillary Clinton,1,0,1
I wonder if Trump is at the Mexico soccer game in Chicago? I hear he has a lot of supporters there,Donald Trump,0,0,0
I wonder if Trump's campaign manager is still just drinking or have they moved on to harder stuff.,Donald Trump,-1,-1,-2
I wonder what would happen if riots started breaking out across the globe because of how poorly women are treated by some men.,Women,1,0,1
I would be so embarrassed if @realDonaldTrump were my dad. My dad was #conservative #Marine but not stupid or unkind. #yuck,Donald Trump,-1,-2,-2
"I would vote for @realDonaldTrump if he had a hilariously oversized head, I'm talking 2x size of his body",Donald Trump,-1,-1,0
"I wrote 'The Art of the Deal,' the number one best selling business book of all time, at least I think",Donald Trump,1,1,1
"I'd love for some reporter to ask, ""Sec Clinton, will u b returning the White House china, if elected? Or did u already hock it?",Hillary Clinton,-1,-1,-1
"I'd rather share the road with a man who just pulled an all nighter and blew a .2 than a sober, well rested, woman. #Equality",Women,-3,-2,-1
I'd still rather have Aaron Hernandez as President than Hillary.,Hillary Clinton,-2,-2,-2
I'm #SingleBecause MOST of you mortals are some high maintenance whiny ass little bitches! #EarthShatteringMicDrop #FSM,Women,0,-3,-2
I'm 19 years old and care about politics and elections.... I feel like I'm 67 years old,Hillary Clinton,0,1,0
"I'm 72 yrs old and ever since I was 6 yrs old I wanted to live long enough to see a woman President - Jim from Monticello, IA",Hillary Clinton,2,2,2
I'm Fonald Frump and EVERYBODY THINKS YOU'RE AN IDIOT.forPresident,Donald Trump,-1,-3,-2
"I'm a woman who cannot conceive, and I proudly beg you to reconsider killing what I'd die for.               #ProLifeYouth",Women,0,-1,-1
I'm a woman. Can I be President? @user,Hillary Clinton,0,0,-1
I'm a woman. Can I be President? @user,Women,0,1,0
I'm conservative but I must admit I'd rather see @user as president than Mrs. Clinton. #stillvotingGOP #politics,Hillary Clinton,-1,-1,-1
I'm going to apply for the Intern job,Hillary Clinton,0,0,0
I'm offended @HillaryClinton is Not in Prison & I'm offended  hasn't started 2 #ImpeachObama Now @BarackObama,Barack Obama,-1,-2,-1
I'm offended @HillaryClinton is Not in Prison & I'm offended  hasn't started 2 #ImpeachObama Now @BarackObama,Hillary Clinton,-1,-2,-2
I'm on the edge of my seat to start volunteering for @HillaryClinton 's presidential campaign!  So excited!!  #cantwait,Hillary Clinton,1,3,3
"I'm sure the white Euro people who moved to America when the land belonged to Native Americans were not good people either,",Donald Trump,1,-1,-1
I'm thinking #Hillary throws #Chelsea under the bus to end #Foundation firestorm.  #ClintonCash #TheGreaterGood #election2016,Hillary Clinton,0,-2,-1
I'm voting for Donald Trump !,Donald Trump,1,1,3
"I've also gotta say . If bimbo Dumpty , bumpity , Trumpty , had heeded the warning that was given to him back in December America and the world wouldn't be in this catastrophic mess in the first place ! #DumpTrump #COVID19",Donald Trump,-1,-2,-2
"I've made my decision, to the shock of no one probably, who I'm supporting",Donald Trump,0,1,2
"I've made my decision, to the shock of no one probably, who I'm supporting",Hillary Clinton,0,0,0
I've seen many defeated men in life but never a defeated woman~Sir Fazle Abed #WomenEmpowerment #quote #quoteoftheday #wisdom,Women,3,2,1
"IDC what the bible says, constitution says you can take it and shove it right back where it came from .. We aren't a theocracy.",Religious people,-1,-1,-2
"IRS + Hillary Both ""Lost"" Government Emails: This Situation is as Clear as Day - The #Obama Admin is Destroying Evidence!",Barack Obama,0,-2,-3
"IRS + Hillary Both ""Lost"" Government Emails: This Situation is as Clear as Day - The #Obama Admin is Destroying Evidence!",Hillary Clinton,-1,-1,-3
If Hillary wins next year it'll be the first time two presidents have had sex with each other,Hillary Clinton,0,-2,0
If I ever meet Hillary Clinton I will have died and then come back to life b/c I will be so happy #idol,Hillary Clinton,1,2,2
If a man demanded staff to get him an ice tea he'd be called a sexists elitist pig.. Oink oink #Hillary,Hillary Clinton,-2,-2,-2
"If a woman can list height preferences for men in dating profiles, men should be able to list bra sizes. #equality #hypocrisy",Women,-1,0,-1
"If it weren't for her marriage, Hillary would unknown. Thanks a lot, Bill.  RT @user #HIllaryClinton #WeDontTrustYouHillary",Hillary Clinton,0,-2,-3
If it's not a person then why do women get invitro? To have a gold fish?,Women,-1,-1,0
"If the #purpose of life is to become wealthy, there would be no purpose after becoming wealthy #islam",Nonreligious people,-1,-1,-1
If the Obama cabinet was on the apprentice who would you fire?  Kerry was the answer. #talkcityclub,Barack Obama,0,-1,-1
If theists had a big mountain of evidence for their god do you think we'd ever fucking hear the word Faith again? #bible #god,Religious people,-3,-1,-3
If ther clmate change alarmists come out in sept this year and tell me this was the hottest winter on record ill go postal,Environmentalists,-2,-1,1
"If there was such a thing as the ""American"" Hitler. Donald Trump would probably be that guy. #nationalism",Donald Trump,1,-3,-3
"If we are unsure whether something is halal or haram, we should leave it - this will #safeguard our #deen #rule",Religious people,0,0,0
If we don't do anything we will be the sad generation that had the opportunity to act and didn't #CFCC15 #Journey2015,Environmentalists,0,-1,1
If women didn't have tits would any of us even really care anymore?,Women,-2,-3,-1
"If you cant dazzle them with brilliance, baffle them with bullshit. #HillaryClinton #libstardsareidiots",Hillary Clinton,1,-1,-2
"If you live in a Trump building, congratulations on that decision",Donald Trump,1,0,2
If you need me I'll be screaming like a little baby from now until about ten minutes after @HillaryClinton arrives in #PTown.,Hillary Clinton,1,1,1
"If you regularly base your thoughts on superstitions, you might not be able to think well.  #freethinker",Religious people,-1,-1,-2
"If you still don't believe that the US has become a fascist dictatorship under Trump , then you are an idiot .",Donald Trump,-1,-3,-3
"Im sorry if you going to be with me and call me ""you women"" like im a cadigory ill probably but boot out the door",Women,-1,0,1
Imagine @user runs for POTUS. Without a doubt a strong & popularly likable candidate against the Clinton. -------,Hillary Clinton,0,-1,-2
Imagine how amazing the world would be without religion. No wars. No hate (religion wise). No extremist.,Religious people,-1,-2,-2
Imagine looking out at the world and the America Obama has created while thinking things are better?  My god...  #tcot #PJNET,Barack Obama,-1,-1,-2
"In 2013 Clinton Foundation collected $140M and spent $9M on direct aid, in 2014 they raised $500M and spent $100M on direct aid!",Hillary Clinton,2,1,-1
"In case of Emergency, Push THIS BUTTON to scrub server.....",Hillary Clinton,-1,-1,-2
"In other news, this week FoxNews lost half its viewers due to heart attacks. Well, at least they have Obamacare.    #UniteBIue",Religious people,0,0,0
"In the big picture, religion is bad for society because it blunts reason.   #freethinker",Nonreligious people,2,1,0
"In the big picture, religion is bad for society because it blunts reason.   #freethinker",Religious people,-2,-2,-2
Independence Day is a day where men get wasted and dehumanize women by blowing off fireworks! #endJuly4th,Women,-1,-1,1
Irony: When a #creationist tweets about #science being wrong on a device that couldn't have existed without it.,Religious people,-2,-1,-1
It doesnt take a miracle all takes signature and a few kind people to know not to kill innocent a women #MaryJaneLives,Women,1,1,1
"It is folly to deny the religious impulse. Just consider Marxism's reliance on its prophet, holy book & promise of future heaven",Nonreligious people,0,0,0
It is not Pro-Life if you ignore life of the pregnant woman; that includes physical/mental health.IsProLife,Women,0,2,1
It very simple .. Let women choose.. #repealthe8th #notacriminal,Women,1,2,1
It's a beautiful day for phone banking at the Hill House on 1529 Richland Street! Join us tonight at 6PM! @user,Hillary Clinton,0,1,0
It's actually shocking & heartbreaking how mean some girls can be to each other,Women,0,0,-1
"It's amazing to me how if you want a secure border & a legal process to immigration that makes sense, it means you are racist.",Donald Trump,1,-1,0
"It's been a really, really bad week for bigots. #LGBT #Equality #Nondiscrimination",Religious people,-1,0,0
"It's good that after 30 years in public service (with zero accomplishments), Hillary is finally ready 2 serve the public! Lolol",Hillary Clinton,-1,-2,-2
It's nights like this when I'm not so fond of my long hair. I just wanna chop it all off! #heatwave #pnwgirl,Women,0,0,0
It's not just #Matildas that get paid less than their male counterparts... It's all women's sports- and in fact all women,Women,0,1,0
It's so brilliant that #lovewins - now extend the equality to women's rights #abortionrights,Women,1,1,2
It's time for @Senate_GOPs @HouseGOP to start doing their jobs for US CITIZENS and stop giving in to @barackobama,Barack Obama,0,-1,-2
"It's time that we move from good words 2 good works, from sound bites 2 sound solutions HILLARY CLINTON #HillaryClinton",Hillary Clinton,1,1,0
"It's time that we move from good words to good works, from sound bites to sound solutions.--@HillaryClinton #ReadyForHillary",Hillary Clinton,2,2,2
It's truly amazing just how many people Donald Trump is making complete & utter fools of. Gotta love it :) #MurderersAndRapists,Donald Trump,0,0,1
It's what's best for business and presidential seat for #HillaryClinton,Hillary Clinton,2,0,1
Jeb Bush Why Don't U Stand Up For Yr Mexican Family & Denounce Trump. Have You No Pride or Balls?  #DumpTrump #BoycottTrump,Donald Trump,1,-2,-2
Jeb Bush says Americans should work longer hours. I'll do just that... TO ELECT HILLARY CLINTON!,Hillary Clinton,1,1,1
"Jimmy Fallon music playing. Thank you .... #DonaldTrump  ... for driving Latinos and Gays out to vote by the millions.  Love,",Donald Trump,1,-1,1
"Jimmy Fallon music playing. Thank you .... #DonaldTrump  ... for driving Latinos and Gays out to vote by the millions.  Love,",Hillary Clinton,0,1,1
Join the Hillary team now and come to the Jefferson County phone bank tomorrow from 6-8 at Bliss Studio in Fairfield!,Hillary Clinton,1,2,2
"Just a reminder that humans do not need salvation. We need clean water, food, housing, healthcare, and education.",Religious people,0,0,-1
Just because you own a casino (bankrupt) doesn't mean your family didn't immigrate too #America,Donald Trump,-2,-2,-1
Just had the realization that the majority of anxiety issues I have now are because of my highschool religion teacher .,Religious people,1,0,-1
