Text,Target,Dimension,Annotator_1,Annotator_2,Annotator_3,Annotator_4,Annotator_5,Annotator_6,Annotator_7
"Enough w/living off outdated guidelines, suppression, and insecurities. We're capable of making well informed decisions",Nonreligious people,Competence,2,2,3,2,1,2,3
"Enough w/living off outdated guidelines, suppression, and insecurities. We're capable of making well informed decisions",Nonreligious people,Sociability,-1,1,2,2,0,,
"Enough w/living off outdated guidelines, suppression, and insecurities. We're capable of making well informed decisions",Nonreligious people,Trust,1,0,0,-1,-2,,
"Entire campaign platform for @HillaryClinton seems to be... ""I'm Hillary Clinton"".  #norecord #nosubstance #tcot #PJNET",Hillary Clinton,Competence,-2,-2,-3,-3,2,2,2
"Entire campaign platform for @HillaryClinton seems to be... ""I'm Hillary Clinton"".  #norecord #nosubstance #tcot #PJNET",Hillary Clinton,Sociability,-1,-1,-1,-1,-3,,
"Entire campaign platform for @HillaryClinton seems to be... ""I'm Hillary Clinton"".  #norecord #nosubstance #tcot #PJNET",Hillary Clinton,Trust,-3,0,-3,-2,0,,
"Even if I didn't love @taylorswift13's music, I'd still be a fan. She's a brilliant young woman.",Women,Competence,1,1,2,3,2,,
"Even if I didn't love @taylorswift13's music, I'd still be a fan. She's a brilliant young woman.",Women,Sociability,1,0,3,-3,1,,
"Even if I didn't love @taylorswift13's music, I'd still be a fan. She's a brilliant young woman.",Women,Trust,1,1,3,2,3,1,
"Even if your MIND denied #God, your SOUL will no #islam",Nonreligious people,Competence,-2,-2,-1,-2,-1,,
"Even if your MIND denied #God, your SOUL will no #islam",Nonreligious people,Sociability,-1,-1,-1,1,-2,,
"Even if your MIND denied #God, your SOUL will no #islam",Nonreligious people,Trust,-2,-3,-1,0,-3,,
"Every time I arrive at my home, I'm n constant awe of how much my God loves me .My family is better than urs. I LOVE MY LIFE #Blessed",Nonreligious people,Competence,-2,-1,-2,-1,0,,
"Every time I arrive at my home, I'm n constant awe of how much my God loves me .My family is better than urs. I LOVE MY LIFE #Blessed",Nonreligious people,Sociability,0,-1,-1,0,3,-3,
"Every time I arrive at my home, I'm n constant awe of how much my God loves me .My family is better than urs. I LOVE MY LIFE #Blessed",Nonreligious people,Trust,3,-1,-3,0,0,,
"Every time I arrive at my home, I'm n constant awe of how much my God loves me .My family is better than urs. I LOVE MY LIFE #Blessed",Religious people,Competence,2,2,2,2,-2,,
"Every time I arrive at my home, I'm n constant awe of how much my God loves me .My family is better than urs. I LOVE MY LIFE #Blessed",Religious people,Sociability,2,2,1,1,3,-1,
"Every time I arrive at my home, I'm n constant awe of how much my God loves me .My family is better than urs. I LOVE MY LIFE #Blessed",Religious people,Trust,3,0,3,3,3,,
Everybody get on the Trump Train!! It's a First Class One-Way ticket to the White House with @realDonaldTrump,Donald Trump,Competence,1,3,1,2,-2,3,1
Everybody get on the Trump Train!! It's a First Class One-Way ticket to the White House with @realDonaldTrump,Donald Trump,Sociability,1,2,2,2,2,,
Everybody get on the Trump Train!! It's a First Class One-Way ticket to the White House with @realDonaldTrump,Donald Trump,Trust,3,3,2,3,0,,
Everyone is busy building their bank accounts but one day that paper won't help you during massive natural calamities.,Environmentalists,Competence,-3,0,3,0,1,2,
Everyone is busy building their bank accounts but one day that paper won't help you during massive natural calamities.,Environmentalists,Sociability,2,-1,3,3,0,0,
Everyone is busy building their bank accounts but one day that paper won't help you during massive natural calamities.,Environmentalists,Trust,1,-1,0,0,0,,
Everything Donald Trump said was 100% true though.,Donald Trump,Competence,3,3,0,3,3,,
Everything Donald Trump said was 100% true though.,Donald Trump,Sociability,-2,2,3,3,1,,
Everything Donald Trump said was 100% true though.,Donald Trump,Trust,3,3,3,3,3,,
"Everything Hillary touches ends up being a scam, a lie, a cover-up, or a failure. William L. Just who we want as president.",Hillary Clinton,Competence,0,-2,-2,1,-2,,
"Everything Hillary touches ends up being a scam, a lie, a cover-up, or a failure. William L. Just who we want as president.",Hillary Clinton,Sociability,-3,-3,-3,-3,-3,,
"Everything Hillary touches ends up being a scam, a lie, a cover-up, or a failure. William L. Just who we want as president.",Hillary Clinton,Trust,-3,-3,-3,-3,-3,-3,
"Everything abt @HillaryClinton is BOGUS. Her issues, her history, her #Iowa trip, her #Twitter followers, her campaigning",Hillary Clinton,Competence,-3,-3,-3,-2,-2,-1,2
"Everything abt @HillaryClinton is BOGUS. Her issues, her history, her #Iowa trip, her #Twitter followers, her campaigning",Hillary Clinton,Sociability,-2,-3,-3,-3,-1,,
"Everything abt @HillaryClinton is BOGUS. Her issues, her history, her #Iowa trip, her #Twitter followers, her campaigning",Hillary Clinton,Trust,-3,-3,-3,-3,-3,,
Evidence-based thought has its feet planted on the ground.  Superstition-based thought does not.  #freethinker,Religious people,Competence,-2,1,-3,2,0,,
Evidence-based thought has its feet planted on the ground.  Superstition-based thought does not.  #freethinker,Religious people,Sociability,0,-2,-3,-3,2,,
Evidence-based thought has its feet planted on the ground.  Superstition-based thought does not.  #freethinker,Religious people,Trust,1,-3,0,1,-2,0,
Evidence-based thought just works out better than superstition-based thought.   #freethinker,Religious people,Competence,-3,0,2,-2,1,-2,
Evidence-based thought just works out better than superstition-based thought.   #freethinker,Religious people,Sociability,-1,-1,1,-1,-1,-2,
Evidence-based thought just works out better than superstition-based thought.   #freethinker,Religious people,Trust,-2,0,-3,0,-2,,
Expel them_ #male millionaires from society!  All Rights for women and children!  Stop #children #women trafficking!,Women,Competence,2,1,0,0,2,1,
Expel them_ #male millionaires from society!  All Rights for women and children!  Stop #children #women trafficking!,Women,Sociability,3,0,-1,0,-1,,
Expel them_ #male millionaires from society!  All Rights for women and children!  Stop #children #women trafficking!,Women,Trust,1,2,0,0,-2,,
FINALLY A WOMEN RUNNING FOR PRESIDENT,Hillary Clinton,Competence,3,1,2,3,,,
FINALLY A WOMEN RUNNING FOR PRESIDENT,Hillary Clinton,Sociability,1,3,0,0,2,,
FINALLY A WOMEN RUNNING FOR PRESIDENT,Hillary Clinton,Trust,2,2,3,2,2,,
FINALLY A WOMEN RUNNING FOR PRESIDENT,Women,Competence,2,2,-1,3,3,2,0
FINALLY A WOMEN RUNNING FOR PRESIDENT,Women,Sociability,2,3,2,2,2,,
FINALLY A WOMEN RUNNING FOR PRESIDENT,Women,Trust,2,1,2,3,3,,
FYI: Whoopi Goldberg is a feminist hero for her six abortions. #WomenAgainstFeminism,Women,Competence,1,2,3,-2,,,
FYI: Whoopi Goldberg is a feminist hero for her six abortions. #WomenAgainstFeminism,Women,Sociability,0,-1,-3,0,-2,,
FYI: Whoopi Goldberg is a feminist hero for her six abortions. #WomenAgainstFeminism,Women,Trust,3,3,2,-2,0,,
Fabulous @HillaryClinton ! You hit on every subject and I am proud of you ending on a note of kindness. #HillaryInNH,Hillary Clinton,Competence,3,2,3,3,2,3,
Fabulous @HillaryClinton ! You hit on every subject and I am proud of you ending on a note of kindness. #HillaryInNH,Hillary Clinton,Sociability,2,3,2,2,2,,
Fabulous @HillaryClinton ! You hit on every subject and I am proud of you ending on a note of kindness. #HillaryInNH,Hillary Clinton,Trust,3,3,2,-2,3,,
"Faith, perseverance and HardWork , is what separates Dreamers from Achievers! #GodFirst #actorslife #Dancer #LetsWork #Vision #Work",Religious people,Competence,3,2,2,2,2,1,
"Faith, perseverance and HardWork , is what separates Dreamers from Achievers! #GodFirst #actorslife #Dancer #LetsWork #Vision #Work",Religious people,Sociability,1,1,3,0,1,0,
"Faith, perseverance and HardWork , is what separates Dreamers from Achievers! #GodFirst #actorslife #Dancer #LetsWork #Vision #Work",Religious people,Trust,3,3,3,3,3,,
Fantastic Emmet County Dem meeting tonight in Estherville. Glad to meet some @HillaryClinton supporters!,Hillary Clinton,Competence,0,2,2,2,0,,
Fantastic Emmet County Dem meeting tonight in Estherville. Glad to meet some @HillaryClinton supporters!,Hillary Clinton,Sociability,2,0,2,3,1,2,
Fantastic Emmet County Dem meeting tonight in Estherville. Glad to meet some @HillaryClinton supporters!,Hillary Clinton,Trust,3,1,0,3,2,,
Fashion News: Hillary has a new clothing line coming out called Flip Flops R US   #tcot #Benghazi,Hillary Clinton,Competence,1,1,1,1,2,,
Fashion News: Hillary has a new clothing line coming out called Flip Flops R US   #tcot #Benghazi,Hillary Clinton,Sociability,-1,2,-1,3,1,-1,
Fashion News: Hillary has a new clothing line coming out called Flip Flops R US   #tcot #Benghazi,Hillary Clinton,Trust,-3,-2,0,-1,-1,,
Feminism is not just about women; it's about letting all people lead fuller lives ~ @JaneFonda #life,Women,Competence,1,0,3,0,3,3,1
Feminism is not just about women; it's about letting all people lead fuller lives ~ @JaneFonda #life,Women,Sociability,3,2,1,2,3,,
Feminism is not just about women; it's about letting all people lead fuller lives ~ @JaneFonda #life,Women,Trust,3,2,3,0,3,,
Feminism then: Fight for women's rights  Feminism now: Find the most petty first world problem to whine about.,Women,Competence,-2,-3,-3,-2,1,-2,-1
Feminism then: Fight for women's rights  Feminism now: Find the most petty first world problem to whine about.,Women,Sociability,-1,-2,0,-2,-2,,
Feminism then: Fight for women's rights  Feminism now: Find the most petty first world problem to whine about.,Women,Trust,-2,-2,-2,-1,-3,,
Feminists: stop with the rape jokes! How do you think the women feel?!  Me: depends on how big it is  #Meninist,Women,Competence,-1,-2,-3,0,-3,-3,0
Feminists: stop with the rape jokes! How do you think the women feel?!  Me: depends on how big it is  #Meninist,Women,Sociability,-2,-3,-1,2,-3,,
Feminists: stop with the rape jokes! How do you think the women feel?!  Me: depends on how big it is  #Meninist,Women,Trust,-1,-3,-2,-3,0,,
"Finally a highly intelligent, economically competent contender for The President. TRUMP #Trump #realdonaldtrump",Donald Trump,Competence,3,3,3,3,3,-3,
"Finally a highly intelligent, economically competent contender for The President. TRUMP #Trump #realdonaldtrump",Donald Trump,Sociability,2,3,2,3,1,,
"Finally a highly intelligent, economically competent contender for The President. TRUMP #Trump #realdonaldtrump",Donald Trump,Trust,3,3,2,3,2,,
"Folks, this is what happens when Liberals are in control! All hell breaks loose! Had enough yet?",Hillary Clinton,Competence,-2,-2,0,2,-2,,
"Folks, this is what happens when Liberals are in control! All hell breaks loose! Had enough yet?",Hillary Clinton,Sociability,0,0,0,-2,-2,,
"Folks, this is what happens when Liberals are in control! All hell breaks loose! Had enough yet?",Hillary Clinton,Trust,-3,-2,-2,-1,-3,,
"For all those Trump supporters , 200 years 200 years , 200 years . \nIn 200 years , no government has ever had to call out the military on us soil in 200 years . \n\nIs this the guy you want for president . First time in 200 years .",Donald Trump,Competence,-3,2,3,-3,-2,,
"For all those Trump supporters , 200 years 200 years , 200 years . \nIn 200 years , no government has ever had to call out the military on us soil in 200 years . \n\nIs this the guy you want for president . First time in 200 years .",Donald Trump,Sociability,0,0,-3,2,-1,,
"For all those Trump supporters , 200 years 200 years , 200 years . \nIn 200 years , no government has ever had to call out the military on us soil in 200 years . \n\nIs this the guy you want for president . First time in 200 years .",Donald Trump,Trust,-3,-2,-3,-3,0,,
"For no one can lay any foundation other than the one that has been laid, that foundation is #Christ.",Nonreligious people,Competence,-1,1,-1,0,-1,,
"For no one can lay any foundation other than the one that has been laid, that foundation is #Christ.",Nonreligious people,Sociability,2,-1,2,0,-1,,
"For no one can lay any foundation other than the one that has been laid, that foundation is #Christ.",Nonreligious people,Trust,0,-1,2,1,-3,0,
"For the record, as a #Latino, (#Peruvian to be specific), let me state the obvious: #FuckTrump",Donald Trump,Competence,0,0,1,0,2,-1,-2
"For the record, as a #Latino, (#Peruvian to be specific), let me state the obvious: #FuckTrump",Donald Trump,Sociability,-3,-3,-1,-1,-2,,
"For the record, as a #Latino, (#Peruvian to be specific), let me state the obvious: #FuckTrump",Donald Trump,Trust,-3,-2,-3,-1,-3,,
Fox News predicting 3 way marriage-gee we have the Mormons for that!  #morningjoe #unitedblue,Religious people,Competence,-1,1,-1,-2,1,,
Fox News predicting 3 way marriage-gee we have the Mormons for that!  #morningjoe #unitedblue,Religious people,Sociability,-2,-1,-1,-2,-2,,
Fox News predicting 3 way marriage-gee we have the Mormons for that!  #morningjoe #unitedblue,Religious people,Trust,-2,-3,-2,-2,-3,-1,
Free and Equal in dignity and rights.,Hillary Clinton,Competence,0,3,0,0,0,,
Free and Equal in dignity and rights.,Hillary Clinton,Sociability,0,0,0,0,2,,
Free and Equal in dignity and rights.,Hillary Clinton,Trust,2,0,2,1,2,,
Free market capitalism is America's best friend because of constant pressure to innovate & use resources efficiently.,Hillary Clinton,Competence,0,1,-3,2,0,,
Free market capitalism is America's best friend because of constant pressure to innovate & use resources efficiently.,Hillary Clinton,Sociability,-1,0,2,0,0,,
Free market capitalism is America's best friend because of constant pressure to innovate & use resources efficiently.,Hillary Clinton,Trust,0,0,0,0,0,0,
Freedom of speech? Yeah right. You are only allowed to say what you want if it lines up with the liberal agenda. Wake up people,Donald Trump,Competence,0,2,-2,-2,0,,
Freedom of speech? Yeah right. You are only allowed to say what you want if it lines up with the liberal agenda. Wake up people,Donald Trump,Sociability,-2,0,2,-2,-2,0,
Freedom of speech? Yeah right. You are only allowed to say what you want if it lines up with the liberal agenda. Wake up people,Donald Trump,Trust,-3,0,0,2,3,,
"Fuck You Obama, I will continue to fly my confederate flag and I'm going to fly it proudly! Renaming American streets? WTF?",Barack Obama,Competence,-2,1,-3,0,,,
"Fuck You Obama, I will continue to fly my confederate flag and I'm going to fly it proudly! Renaming American streets? WTF?",Barack Obama,Sociability,-3,-3,-3,-3,-2,,
"Fuck You Obama, I will continue to fly my confederate flag and I'm going to fly it proudly! Renaming American streets? WTF?",Barack Obama,Trust,-3,-3,-3,-3,-3,,
"Full of #narcissism and self-loathing, a lot of women out there like that. Its got sod all to do with #WrightStuff #WolfWhistling",Women,Competence,-2,-3,-1,-2,-3,,
"Full of #narcissism and self-loathing, a lot of women out there like that. Its got sod all to do with #WrightStuff #WolfWhistling",Women,Sociability,-2,-3,-3,-3,-1,,
"Full of #narcissism and self-loathing, a lot of women out there like that. Its got sod all to do with #WrightStuff #WolfWhistling",Women,Trust,-1,-2,-3,0,0,,
GRATE TWO SEE @realDonaldTrump GET TUFF ON BOARDER CONTROL!  HAS MY VOTE IN 2016!  #TCOT #ILLEGALSSTOLEJOBS,Donald Trump,Competence,0,3,3,1,3,,
GRATE TWO SEE @realDonaldTrump GET TUFF ON BOARDER CONTROL!  HAS MY VOTE IN 2016!  #TCOT #ILLEGALSSTOLEJOBS,Donald Trump,Sociability,0,1,2,2,2,,
GRATE TWO SEE @realDonaldTrump GET TUFF ON BOARDER CONTROL!  HAS MY VOTE IN 2016!  #TCOT #ILLEGALSSTOLEJOBS,Donald Trump,Trust,2,3,-3,2,3,,
"Gay Rights are Human Rights, and Human Rights are #GayRights - @HillaryClinton #HillaryForAmerica",Hillary Clinton,Competence,0,3,0,3,2,,
"Gay Rights are Human Rights, and Human Rights are #GayRights - @HillaryClinton #HillaryForAmerica",Hillary Clinton,Sociability,1,2,0,0,3,,
"Gay Rights are Human Rights, and Human Rights are #GayRights - @HillaryClinton #HillaryForAmerica",Hillary Clinton,Trust,1,2,1,2,3,,
Get the truth from Trump! @realDonaldTrump,Donald Trump,Competence,0,0,2,2,,,
Get the truth from Trump! @realDonaldTrump,Donald Trump,Sociability,1,2,0,1,1,,
Get the truth from Trump! @realDonaldTrump,Donald Trump,Trust,3,-2,2,2,3,,
Getting another @HillaryClinton bumper sticker because #LoveWins and 2 just wasn't enough,Hillary Clinton,Competence,2,2,1,1,3,,
Getting another @HillaryClinton bumper sticker because #LoveWins and 2 just wasn't enough,Hillary Clinton,Sociability,3,2,2,1,2,,
Getting another @HillaryClinton bumper sticker because #LoveWins and 2 just wasn't enough,Hillary Clinton,Trust,3,2,3,0,2,,
Getting good at biting my tongue with my totally brainwashed 'Xtian family. It can be so tiring & very annoying at times.,Religious people,Competence,-2,-3,-2,-3,-3,-2,-2
Getting good at biting my tongue with my totally brainwashed 'Xtian family. It can be so tiring & very annoying at times.,Religious people,Sociability,-2,-2,-2,0,-2,,
Getting good at biting my tongue with my totally brainwashed 'Xtian family. It can be so tiring & very annoying at times.,Religious people,Trust,-1,-3,0,-1,-3,,
Girls over 130 pounds shouldn't wear a bikini #womenintech,Women,Competence,0,-2,2,-1,3,,
Girls over 130 pounds shouldn't wear a bikini #womenintech,Women,Sociability,-2,-3,-3,-2,0,,
Girls over 130 pounds shouldn't wear a bikini #womenintech,Women,Trust,0,-2,-2,-2,-3,-1,
Girls over 130 pounds shouldn't wear a swim suit #womenintech,Women,Competence,-2,-1,-2,0,-2,-3,0
Girls over 130 pounds shouldn't wear a swim suit #womenintech,Women,Sociability,-2,-2,-3,3,-3,,
Girls over 130 pounds shouldn't wear a swim suit #womenintech,Women,Trust,0,-1,-1,-1,0,,
Go back to focusing on brainless beauties... Oh wait you can't cuz you've been fired #NBC #youlose #sorrynotsorry,Donald Trump,Competence,0,0,-3,-3,,,
Go back to focusing on brainless beauties... Oh wait you can't cuz you've been fired #NBC #youlose #sorrynotsorry,Donald Trump,Sociability,-2,-1,-3,-3,-3,,
Go back to focusing on brainless beauties... Oh wait you can't cuz you've been fired #NBC #youlose #sorrynotsorry,Donald Trump,Trust,-3,-3,0,-3,0,,
Go watch America: Imagine A World Without Her. It'll make you realize how lucky we are to live in the best country on Earth,Environmentalists,Competence,1,2,0,0,0,,
Go watch America: Imagine A World Without Her. It'll make you realize how lucky we are to live in the best country on Earth,Environmentalists,Sociability,2,-1,0,-3,-2,,
Go watch America: Imagine A World Without Her. It'll make you realize how lucky we are to live in the best country on Earth,Environmentalists,Trust,2,-1,1,-2,0,0,
"God didn't call us to change people, that's His job. He called us to share the gospel.",Nonreligious people,Competence,-2,-3,0,0,0,,
"God didn't call us to change people, that's His job. He called us to share the gospel.",Nonreligious people,Sociability,0,0,0,-2,2,,
"God didn't call us to change people, that's His job. He called us to share the gospel.",Nonreligious people,Trust,0,0,0,0,0,,
"God gave us a mind, and He expects Christians to use their own. Don't be led around by the decisions of others #Truth",Religious people,Competence,-2,2,1,3,2,,
"God gave us a mind, and He expects Christians to use their own. Don't be led around by the decisions of others #Truth",Religious people,Sociability,0,1,0,3,-2,,
"God gave us a mind, and He expects Christians to use their own. Don't be led around by the decisions of others #Truth",Religious people,Trust,-1,2,1,2,-3,3,
God never gives us anything we can't handle - it's either a victory or a lesson ....have an amazing day!! #inspiration #believe,Nonreligious people,Competence,-3,0,-2,0,,,
God never gives us anything we can't handle - it's either a victory or a lesson ....have an amazing day!! #inspiration #believe,Nonreligious people,Sociability,0,0,2,-3,2,,
God never gives us anything we can't handle - it's either a victory or a lesson ....have an amazing day!! #inspiration #believe,Nonreligious people,Trust,0,0,-1,0,0,,
God never gives us anything we can't handle - it's either a victory or a lesson ....have an amazing day!! #inspiration #believe,Religious people,Competence,0,2,2,0,,,
God never gives us anything we can't handle - it's either a victory or a lesson ....have an amazing day!! #inspiration #believe,Religious people,Sociability,3,3,3,2,1,,
God never gives us anything we can't handle - it's either a victory or a lesson ....have an amazing day!! #inspiration #believe,Religious people,Trust,3,0,2,0,3,,
"Goldstein is the #SanFrancisco City Archivist, she asks ""Where are the women in the history of our city?"" #alaac15 #archives",Women,Competence,0,2,0,0,1,-1,2
"Goldstein is the #SanFrancisco City Archivist, she asks ""Where are the women in the history of our city?"" #alaac15 #archives",Women,Sociability,1,0,0,0,-1,,
"Goldstein is the #SanFrancisco City Archivist, she asks ""Where are the women in the history of our city?"" #alaac15 #archives",Women,Trust,-1,1,2,0,-1,,
"Good morning. I wake up on 8 pm, but is 10 pm...  That's Only Holiday :) #holiday #summer #sunrise #wakacyjnefolllowspree",Religious people,Competence,0,0,0,0,0,,
"Good morning. I wake up on 8 pm, but is 10 pm...  That's Only Holiday :) #holiday #summer #sunrise #wakacyjnefolllowspree",Religious people,Sociability,-1,0,2,0,1,0,
"Good morning. I wake up on 8 pm, but is 10 pm...  That's Only Holiday :) #holiday #summer #sunrise #wakacyjnefolllowspree",Religious people,Trust,0,0,0,0,0,,
"Goodbye Macy's, nbc,univision. Illegals are raping&murdering thx to Obama. Trump is right.",Barack Obama,Competence,-3,-2,-2,-3,-2,,
"Goodbye Macy's, nbc,univision. Illegals are raping&murdering thx to Obama. Trump is right.",Barack Obama,Sociability,-3,-2,-2,-3,0,-3,
"Goodbye Macy's, nbc,univision. Illegals are raping&murdering thx to Obama. Trump is right.",Barack Obama,Trust,-3,-2,-3,-3,-3,,
"Gotta love everyone disliking @realDonaldTrump because he actually makes sense, and may even bring the country back to normal",Donald Trump,Competence,2,3,3,3,1,3,1
"Gotta love everyone disliking @realDonaldTrump because he actually makes sense, and may even bring the country back to normal",Donald Trump,Sociability,2,2,2,2,0,,
"Gotta love everyone disliking @realDonaldTrump because he actually makes sense, and may even bring the country back to normal",Donald Trump,Trust,3,3,2,1,3,,
Great comments by @MittRomney about pathological liar #HillaryClinton .,Hillary Clinton,Competence,-2,-2,1,-2,-2,,
Great comments by @MittRomney about pathological liar #HillaryClinton .,Hillary Clinton,Sociability,-1,-2,-1,-2,-1,,
Great comments by @MittRomney about pathological liar #HillaryClinton .,Hillary Clinton,Trust,1,-3,-2,-2,-3,-2,
Great day in Emmetsburg meeting with #HillaryClinton supporters and learning more about important issues in Palo Alto county,Hillary Clinton,Competence,1,1,2,-1,0,,
Great day in Emmetsburg meeting with #HillaryClinton supporters and learning more about important issues in Palo Alto county,Hillary Clinton,Sociability,1,0,1,2,2,1,
Great day in Emmetsburg meeting with #HillaryClinton supporters and learning more about important issues in Palo Alto county,Hillary Clinton,Trust,2,2,0,0,0,,
Great that @HillaryClinton attended #ClementaPinckney 's funeral today!!,Hillary Clinton,Competence,1,1,1,1,1,,
Great that @HillaryClinton attended #ClementaPinckney 's funeral today!!,Hillary Clinton,Sociability,3,0,2,0,1,,
Great that @HillaryClinton attended #ClementaPinckney 's funeral today!!,Hillary Clinton,Trust,3,2,1,0,0,,
Great to see my mentor @user at #DCinSD. And she's right we have the most qualified candidate ever running for POTUS.,Hillary Clinton,Competence,3,3,3,3,3,,
Great to see my mentor @user at #DCinSD. And she's right we have the most qualified candidate ever running for POTUS.,Hillary Clinton,Sociability,0,0,1,3,2,,
Great to see my mentor @user at #DCinSD. And she's right we have the most qualified candidate ever running for POTUS.,Hillary Clinton,Trust,3,-3,2,0,0,,
Gwen being a good leader and training a new volunteer in rock hill.! #FellowsSC #HillaryForSC,Hillary Clinton,Competence,1,0,3,1,2,1,0
Gwen being a good leader and training a new volunteer in rock hill.! #FellowsSC #HillaryForSC,Hillary Clinton,Sociability,0,2,1,0,1,,
Gwen being a good leader and training a new volunteer in rock hill.! #FellowsSC #HillaryForSC,Hillary Clinton,Trust,2,2,1,1,0,,
H stands for Holding Back e-mails belonging to #WeThePeople #obstructingjustice #WakeUpAmerica #HillaryLiesMatter #UniteBIue,Hillary Clinton,Competence,-2,2,-2,-3,1,,
H stands for Holding Back e-mails belonging to #WeThePeople #obstructingjustice #WakeUpAmerica #HillaryLiesMatter #UniteBIue,Hillary Clinton,Sociability,-1,-3,-3,-3,-2,,
H stands for Holding Back e-mails belonging to #WeThePeople #obstructingjustice #WakeUpAmerica #HillaryLiesMatter #UniteBIue,Hillary Clinton,Trust,0,-3,-3,-3,1,,
"HRC is a war monger, every bit as bad as any Republican in the race, and probably worse than some.",Hillary Clinton,Competence,-3,-2,1,2,-2,3,
"HRC is a war monger, every bit as bad as any Republican in the race, and probably worse than some.",Hillary Clinton,Sociability,-2,-1,-1,-2,-1,,
"HRC is a war monger, every bit as bad as any Republican in the race, and probably worse than some.",Hillary Clinton,Trust,-1,-3,-3,-2,-2,,
HRC is delusional in addition to being a pathological liar.  1%er to the extreme.,Hillary Clinton,Competence,-3,-3,-3,-2,0,,
HRC is delusional in addition to being a pathological liar.  1%er to the extreme.,Hillary Clinton,Sociability,-3,-2,-3,-2,-2,-2,
HRC is delusional in addition to being a pathological liar.  1%er to the extreme.,Hillary Clinton,Trust,-3,-3,-3,-3,-3,,
"Has Trump tweeted today , hard to believe he could behave all day",Donald Trump,Competence,-2,-2,-3,-2,1,1,-1
"Has Trump tweeted today , hard to believe he could behave all day",Donald Trump,Sociability,-1,-1,-2,-2,-1,,
"Has Trump tweeted today , hard to believe he could behave all day",Donald Trump,Trust,-2,-2,-2,0,-1,,
Have full faith in @HillaryClinton's campaign. #strategy #politics,Hillary Clinton,Competence,3,0,0,1,2,,
Have full faith in @HillaryClinton's campaign. #strategy #politics,Hillary Clinton,Sociability,1,1,2,3,1,1,
Have full faith in @HillaryClinton's campaign. #strategy #politics,Hillary Clinton,Trust,3,3,3,2,3,,
He doesn't care & would have to give up TV gigs anyway to run... loves attention & controversy,Donald Trump,Competence,-2,-3,-2,2,-2,1,
He doesn't care & would have to give up TV gigs anyway to run... loves attention & controversy,Donald Trump,Sociability,-1,-1,0,-1,-1,,
He doesn't care & would have to give up TV gigs anyway to run... loves attention & controversy,Donald Trump,Trust,-2,-2,-2,-3,-3,,
"Headed to Chester, SC for a big hillary canvass! Join me. Wylie park 11-3",Hillary Clinton,Competence,0,1,2,2,2,,
"Headed to Chester, SC for a big hillary canvass! Join me. Wylie park 11-3",Hillary Clinton,Sociability,1,0,0,2,3,,
"Headed to Chester, SC for a big hillary canvass! Join me. Wylie park 11-3",Hillary Clinton,Trust,2,0,3,3,3,3,
Healthcare in America must be fixed. Women are everything.  #TeamJason,Women,Competence,1,2,2,-2,1,,
Healthcare in America must be fixed. Women are everything.  #TeamJason,Women,Sociability,3,2,1,3,2,3,
Healthcare in America must be fixed. Women are everything.  #TeamJason,Women,Trust,2,-1,2,0,2,,
Hey #UniteBlue look at #Greece - that's America's future thanks to you and Obama adding 8 Triion in U.S. debt.,Barack Obama,Competence,-2,3,-3,-2,-2,,
Hey #UniteBlue look at #Greece - that's America's future thanks to you and Obama adding 8 Triion in U.S. debt.,Barack Obama,Sociability,-2,-1,-3,-2,-1,,
Hey #UniteBlue look at #Greece - that's America's future thanks to you and Obama adding 8 Triion in U.S. debt.,Barack Obama,Trust,0,-3,2,-3,-1,,
Hey @MayorGregor thanks for letting a racist bigot build a giant tower with his name on it downtown. Real proud of ya.,Donald Trump,Competence,-3,-1,2,0,-1,-3,-2
Hey @MayorGregor thanks for letting a racist bigot build a giant tower with his name on it downtown. Real proud of ya.,Donald Trump,Sociability,-2,-1,-2,-3,-1,,
Hey @MayorGregor thanks for letting a racist bigot build a giant tower with his name on it downtown. Real proud of ya.,Donald Trump,Trust,-2,-3,-3,-3,-3,,
Hey @user and the @user team .. we at the @user network heard that @realDonaldTrump was coming to #NOLA to help today .. \nIf he throws out some paper towel or toilet paper again can you grab us some ? \nWe are running a little short up here,Donald Trump,Competence,-2,-1,1,0,-1,1,0
Hey @user and the @user team .. we at the @user network heard that @realDonaldTrump was coming to #NOLA to help today .. \nIf he throws out some paper towel or toilet paper again can you grab us some ? \nWe are running a little short up here,Donald Trump,Sociability,-1,-2,0,-1,-1,,
Hey @user and the @user team .. we at the @user network heard that @realDonaldTrump was coming to #NOLA to help today .. \nIf he throws out some paper towel or toilet paper again can you grab us some ? \nWe are running a little short up here,Donald Trump,Trust,0,0,-1,-1,0,,
Hey Hillary Clinton...How's things working out on #Servergate? Bury enough evidence yet?    #tcot,Hillary Clinton,Competence,1,-3,3,-2,3,,
Hey Hillary Clinton...How's things working out on #Servergate? Bury enough evidence yet?    #tcot,Hillary Clinton,Sociability,-1,-2,-1,-2,-1,,
Hey Hillary Clinton...How's things working out on #Servergate? Bury enough evidence yet?    #tcot,Hillary Clinton,Trust,-3,-2,-3,-3,0,,
Hey at @realDonaldTrump I'll vote for you if you adopt me!,Donald Trump,Competence,0,1,1,-2,0,,
Hey at @realDonaldTrump I'll vote for you if you adopt me!,Donald Trump,Sociability,0,3,1,3,1,,
Hey at @realDonaldTrump I'll vote for you if you adopt me!,Donald Trump,Trust,0,2,0,2,0,,
