Text,Target,Competence,Sociability,Trust
"Does a #pregnant #woman have 2 heads, 2 hearts, 4 arms, and 4 legs? #prolifeyouth #prolifegen #didntthinkso",Women,0,0,0
Does it involve women? It's sexist. Does it not involve women? It's sexist. No winning.,Women,0,-2,-1
Don't #GiveYourMoneyToWomen. Instead feed a cat or a dog. The animal will like you and show some gratitude.,Women,-2,-3,-3
"Don't forget about the girls who've gone to hell & back to get the bodies they have now , & the ones who aren't done yet #TransLivesMatter",Women,1,0,1
Don't get it twisted. A major presidential candidate using her first policy speech to talk about mass incarcertaion.,Hillary Clinton,0,0,-1
"Don't understand how the same POTUS who aggressively-challenged & cajoled allied leaders last wk . could be so wimpishly-weak & Obama-like w/ the thug/killer #PUTIN -maybe those who say he envies the dictator's unopposed control over Russia , wishing he had same here , r not far off ?",Barack Obama,-1,-2,-1
"Don't understand how the same POTUS who aggressively-challenged & cajoled allied leaders last wk . could be so wimpishly-weak & Obama-like w/ the thug/killer #PUTIN -maybe those who say he envies the dictator's unopposed control over Russia , wishing he had same here , r not far off ?",Donald Trump,0,-2,-2
Don't you someday want to see a well qualified candidate by the president of the United States? #ReflectingHillary,Hillary Clinton,0,0,1
"Donald J. Trump, I am voting for you to be our next ""El Presidente""! #trumpforpresident",Donald Trump,0,2,2
Donald Trump for president? I can dig it.,Donald Trump,2,2,2
"Donald Trump gets the boot from #NBC for calling immigrants rapists and murderers. Hey Donnie, where's your wife from again?",Donald Trump,-1,-2,-3
"Donald Trump has me ""L-ing my A O.""  This dude is nuts I highly recommend watching the #CNN interview.  He is entertaining.",Donald Trump,1,0,-1
Donald Trump inhaled so much air spray & started to believe he is the title holder for the United States.,Donald Trump,-2,-2,-2
"Donald Trump is a joke. His a simpleminded idiot, and I have nothing else to say about him. He can go FUCK him self.",Donald Trump,-1,-3,-2
Donald Trump is gonna end up like Hitler,Donald Trump,-3,-3,-3
"Donald Trump is in dire need of a crisis communicator. PR folks, please give him your two cents. #SorryNotSorry",Donald Trump,-1,-1,-1
Donald Trump is only saying what ALL the other 2016 GOP Presidential candidates are thinking! Bad things!! #GOP #Trump #POTUS,Donald Trump,0,0,-1
Donald Trump is so crazy I'm scared if I was hanging with him he would think it would be okay to sell me back to slavery!,Donald Trump,-1,-2,-2
Donald Trump is the man lets get this man in the White House!!!,Donald Trump,2,2,3
Donald Trump is the man of all men,Donald Trump,2,2,2
Donald Trump isn't afraid to roast everyone.,Donald Trump,2,0,1
Donald Trump needs to stop embarrassing himself. Racist assholes....,Donald Trump,-2,-3,-3
Donald Trump please shut the eff up forever! To think I liked your men's suits at Macy's! You suck! #andersoncooper #CNN,Donald Trump,-2,-2,-2
Donald Trump stays roasting on Twitter,Donald Trump,0,0,1
"Donald trump is way better than ANY candidate out there. Because he's real, not a lobbyist backed puppet #Election2016",Donald Trump,2,3,3
"Dude, why can't Hillary run a fax machine?",Hillary Clinton,0,-1,-1
During ClintonNo.1 prez stint all we heard was 'right wing conspiracy' -it's starting again,Hillary Clinton,0,-2,-1
EVERYDAY AMERICANS AND THEIR FAMILIES NEED A CHAMPION AND HILLARY WILL BE THAT CHAMPION.,Hillary Clinton,2,2,3
"Either way, @HillaryClinton rises above the media chatter every time. That's one reason why I admire and respect her so much.",Hillary Clinton,2,2,1
Elizabeth Cady Stanton did not die so you could get upset about fuckbois that don't text back,Women,-1,0,-1
Enjoyed @user article on feminism + @hillaryclinton.We are building campaign that engages ppl through an intersectional lens,Hillary Clinton,1,1,1
Enjoying watching Sir David Attenborough and Obama talk about climate change mitigation #LoveNature,Barack Obama,2,1,0
"Enough w/living off outdated guidelines, suppression, and insecurities. We're capable of making well informed decisions",Nonreligious people,2,1,0
"Entire campaign platform for @HillaryClinton seems to be... ""I'm Hillary Clinton"".  #norecord #nosubstance #tcot #PJNET",Hillary Clinton,-1,-1,-2
"Even if I didn't love @taylorswift13's music, I'd still be a fan. She's a brilliant young woman.",Women,2,0,2
"Even if your MIND denied #God, your SOUL will no #islam",Nonreligious people,-2,-1,-2
"Every time I arrive at my home, I'm n constant awe of how much my God loves me .My family is better than urs. I LOVE MY LIFE #Blessed",Nonreligious people,-1,0,0
"Every time I arrive at my home, I'm n constant awe of how much my God loves me .My family is better than urs. I LOVE MY LIFE #Blessed",Religious people,1,1,2
Everybody get on the Trump Train!! It's a First Class One-Way ticket to the White House with @realDonaldTrump,Donald Trump,1,2,2
Everyone is busy building their bank accounts but one day that paper won't help you during massive natural calamities.,Environmentalists,1,1,0
Everything Donald Trump said was 100% true though.,Donald Trump,2,1,3
"Everything Hillary touches ends up being a scam, a lie, a cover-up, or a failure. William L. Just who we want as president.",Hillary Clinton,-1,-3,-3
"Everything abt @HillaryClinton is BOGUS. Her issues, her history, her #Iowa trip, her #Twitter followers, her campaigning",Hillary Clinton,-2,-2,-3
Evidence-based thought has its feet planted on the ground.  Superstition-based thought does not.  #freethinker,Religious people,0,-1,0
Evidence-based thought just works out better than superstition-based thought.   #freethinker,Religious people,-1,-1,-1
Expel them_ #male millionaires from society!  All Rights for women and children!  Stop #children #women trafficking!,Women,1,0,0
FINALLY A WOMEN RUNNING FOR PRESIDENT,Hillary Clinton,2,1,2
FINALLY A WOMEN RUNNING FOR PRESIDENT,Women,2,2,2
FYI: Whoopi Goldberg is a feminist hero for her six abortions. #WomenAgainstFeminism,Women,1,-1,1
Fabulous @HillaryClinton ! You hit on every subject and I am proud of you ending on a note of kindness. #HillaryInNH,Hillary Clinton,3,2,2
"Faith, perseverance and HardWork , is what separates Dreamers from Achievers! #GodFirst #actorslife #Dancer #LetsWork #Vision #Work",Religious people,2,1,3
Fantastic Emmet County Dem meeting tonight in Estherville. Glad to meet some @HillaryClinton supporters!,Hillary Clinton,1,2,2
Fashion News: Hillary has a new clothing line coming out called Flip Flops R US   #tcot #Benghazi,Hillary Clinton,1,1,-1
Feminism is not just about women; it's about letting all people lead fuller lives ~ @JaneFonda #life,Women,2,2,2
Feminism then: Fight for women's rights  Feminism now: Find the most petty first world problem to whine about.,Women,-2,-1,-2
Feminists: stop with the rape jokes! How do you think the women feel?!  Me: depends on how big it is  #Meninist,Women,-2,-1,-2
"Finally a highly intelligent, economically competent contender for The President. TRUMP #Trump #realdonaldtrump",Donald Trump,2,2,3
"Folks, this is what happens when Liberals are in control! All hell breaks loose! Had enough yet?",Hillary Clinton,-1,-1,-2
"For all those Trump supporters , 200 years 200 years , 200 years . \nIn 200 years , no government has ever had to call out the military on us soil in 200 years . \n\nIs this the guy you want for president . First time in 200 years .",Donald Trump,-1,0,-2
"For no one can lay any foundation other than the one that has been laid, that foundation is #Christ.",Nonreligious people,0,0,0
"For the record, as a #Latino, (#Peruvian to be specific), let me state the obvious: #FuckTrump",Donald Trump,0,-2,-2
Fox News predicting 3 way marriage-gee we have the Mormons for that!  #morningjoe #unitedblue,Religious people,0,-2,-2
Free and Equal in dignity and rights.,Hillary Clinton,1,0,1
Free market capitalism is America's best friend because of constant pressure to innovate & use resources efficiently.,Hillary Clinton,0,0,0
Freedom of speech? Yeah right. You are only allowed to say what you want if it lines up with the liberal agenda. Wake up people,Donald Trump,0,-1,0
"Fuck You Obama, I will continue to fly my confederate flag and I'm going to fly it proudly! Renaming American streets? WTF?",Barack Obama,-1,-3,-3
"Full of #narcissism and self-loathing, a lot of women out there like that. Its got sod all to do with #WrightStuff #WolfWhistling",Women,-2,-2,-1
GRATE TWO SEE @realDonaldTrump GET TUFF ON BOARDER CONTROL!  HAS MY VOTE IN 2016!  #TCOT #ILLEGALSSTOLEJOBS,Donald Trump,2,1,1
"Gay Rights are Human Rights, and Human Rights are #GayRights - @HillaryClinton #HillaryForAmerica",Hillary Clinton,2,1,2
Get the truth from Trump! @realDonaldTrump,Donald Trump,1,1,2
Getting another @HillaryClinton bumper sticker because #LoveWins and 2 just wasn't enough,Hillary Clinton,2,2,2
Getting good at biting my tongue with my totally brainwashed 'Xtian family. It can be so tiring & very annoying at times.,Religious people,-2,-2,-2
Girls over 130 pounds shouldn't wear a bikini #womenintech,Women,0,-2,-2
Girls over 130 pounds shouldn't wear a swim suit #womenintech,Women,-1,-1,-1
Go back to focusing on brainless beauties... Oh wait you can't cuz you've been fired #NBC #youlose #sorrynotsorry,Donald Trump,-1,-2,-2
Go watch America: Imagine A World Without Her. It'll make you realize how lucky we are to live in the best country on Earth,Environmentalists,1,-1,0
"God didn't call us to change people, that's His job. He called us to share the gospel.",Nonreligious people,-1,0,0
"God gave us a mind, and He expects Christians to use their own. Don't be led around by the decisions of others #Truth",Religious people,1,0,1
God never gives us anything we can't handle - it's either a victory or a lesson ....have an amazing day!! #inspiration #believe,Nonreligious people,-1,0,0
God never gives us anything we can't handle - it's either a victory or a lesson ....have an amazing day!! #inspiration #believe,Religious people,1,2,2
"Goldstein is the #SanFrancisco City Archivist, she asks ""Where are the women in the history of our city?"" #alaac15 #archives",Women,1,0,0
"Good morning. I wake up on 8 pm, but is 10 pm...  That's Only Holiday :) #holiday #summer #sunrise #wakacyjnefolllowspree",Religious people,0,0,0
"Goodbye Macy's, nbc,univision. Illegals are raping&murdering thx to Obama. Trump is right.",Barack Obama,-2,-2,-3
"Gotta love everyone disliking @realDonaldTrump because he actually makes sense, and may even bring the country back to normal",Donald Trump,2,2,2
Great comments by @MittRomney about pathological liar #HillaryClinton .,Hillary Clinton,-1,-1,-2
Great day in Emmetsburg meeting with #HillaryClinton supporters and learning more about important issues in Palo Alto county,Hillary Clinton,1,1,1
Great that @HillaryClinton attended #ClementaPinckney 's funeral today!!,Hillary Clinton,1,1,1
Great to see my mentor @user at #DCinSD. And she's right we have the most qualified candidate ever running for POTUS.,Hillary Clinton,3,1,0
Gwen being a good leader and training a new volunteer in rock hill.! #FellowsSC #HillaryForSC,Hillary Clinton,1,1,1
H stands for Holding Back e-mails belonging to #WeThePeople #obstructingjustice #WakeUpAmerica #HillaryLiesMatter #UniteBIue,Hillary Clinton,-1,-2,-2
"HRC is a war monger, every bit as bad as any Republican in the race, and probably worse than some.",Hillary Clinton,0,-1,-2
HRC is delusional in addition to being a pathological liar.  1%er to the extreme.,Hillary Clinton,-2,-2,-3
"Has Trump tweeted today , hard to believe he could behave all day",Donald Trump,-1,-1,-1
Have full faith in @HillaryClinton's campaign. #strategy #politics,Hillary Clinton,1,2,3
He doesn't care & would have to give up TV gigs anyway to run... loves attention & controversy,Donald Trump,-1,-1,-2
"Headed to Chester, SC for a big hillary canvass! Join me. Wylie park 11-3",Hillary Clinton,1,1,2
Healthcare in America must be fixed. Women are everything.  #TeamJason,Women,1,2,1
Hey #UniteBlue look at #Greece - that's America's future thanks to you and Obama adding 8 Triion in U.S. debt.,Barack Obama,-1,-2,-1
Hey @MayorGregor thanks for letting a racist bigot build a giant tower with his name on it downtown. Real proud of ya.,Donald Trump,-1,-2,-3
Hey @user and the @user team .. we at the @user network heard that @realDonaldTrump was coming to #NOLA to help today .. \nIf he throws out some paper towel or toilet paper again can you grab us some ? \nWe are running a little short up here,Donald Trump,0,-1,0
Hey Hillary Clinton...How's things working out on #Servergate? Bury enough evidence yet?    #tcot,Hillary Clinton,0,-1,-2
Hey at @realDonaldTrump I'll vote for you if you adopt me!,Donald Trump,0,2,1
"Hey!!! If anyone wants to help with the Hillary camp at Charlotte pride, let me know!!! #nc #pride #lgbt",Hillary Clinton,0,2,2
Hilarity of the day: Hillary said she went 'above and beyond' in transparency. Really? What about the 30k deleted emails?,Hillary Clinton,0,-1,-3
"Hilary has lied, deleted Benghazi emails, and betrayed the trust of Americans scandal after scandal.",Hillary Clinton,-1,-2,-3
"Hillarity claims no subpoenas, get put in her place with photographic evidence... So trustworthy... #WhatILearnedToday",Hillary Clinton,0,0,-3
"Hillary ""We came, we saw, he [Gaddaffi] died"" psychopath Clinton. #HillaryonCNN #Nothanks",Hillary Clinton,-1,-3,-2
Hillary Clinton Accomplishment of the Day: extended full military health benefits to reservists and National Guard members.,Hillary Clinton,2,2,2
Hillary Clinton for Ambassador to ISIS.,Hillary Clinton,-2,-2,-1
"Hillary Clinton has amassed $329 million in her career (3 of her top 5 donors are Citigroup, Goldman & JP Morgan). #Bernie2016",Hillary Clinton,2,0,0
Hillary Clinton has not driven a car since 1996. #clintonfakerealityshow,Hillary Clinton,-1,-1,-1
Hillary Clinton is a devious & deceitful career politician. She is the Richard Nixon of our time.,Hillary Clinton,0,-2,-3
Hillary Clinton is the only one who can turn this country around we don't need another man in the office. #endsexism,Hillary Clinton,2,1,3
"Hillary Clinton keeps sending me emails, and when I try to unsubscribe, I get an error message. THIS IS CANCER",Hillary Clinton,-1,-2,-2
Hillary Clinton makes Nixon look like an amateur schoolboy #ClintonCash #ClintonFoundation #Clinton,Hillary Clinton,-2,-1,-1
Hillary Clinton might end up having my vote. She's been tackling so many issues that America needs to face.,Hillary Clinton,2,2,2
Hillary Clinton vs. Bernie Sanders primary will be like the brawl over applesauce at the retirement home. #ReadyForHillary,Hillary Clinton,0,0,1
"Hillary LIES, yet people still desire her as the President of the United States. #sad",Hillary Clinton,0,-1,-2
Hillary can not win. Here's hoping the Dems offer a real candidate like Warren. #Warren2016,Hillary Clinton,-1,0,-1
"Hillary can't create jobs! Last time she had a job to do, she outsourced it to Monica Lewinsky.",Hillary Clinton,-2,-2,-3
Hillary can't use a fucking fax machine but you idiots are going to vote for her to be President?,Hillary Clinton,-2,-2,-2
"Hillary claims to be a ""champion"" of the middle class, but @user tax plan cuts the FICA tax, benefiting the middle class.",Hillary Clinton,0,0,-1
Hillary doesn't want to put anyone in prison anymore. Obviously worried about her own future.,Hillary Clinton,-1,-2,-1
Hillary flew on private jet to speak to speak about Income & Equality. Dinner plates were $2700.00 ! #EqualityForAll #PJNET #CCOT,Hillary Clinton,-1,-1,-2
Hillary gave her first big interview. Did she talk about the issues? Did she rally the left? Nope. Total dud. #Bernie2016,Hillary Clinton,-1,-1,-1
Hillary had just enough time to doctor her email inbox to her advantage before releasing them.... hahaha #justkidding,Hillary Clinton,0,-1,-2
"Hillary has flipped yet again, and is now pro-sanctuary cities.",Hillary Clinton,-1,0,-1
Hillary has learned The Blame Game well from Obama - she blames GOP for everything!,Barack Obama,1,-2,-2
Hillary has learned The Blame Game well from Obama - she blames GOP for everything!,Hillary Clinton,0,-2,-1
"Hillary has lied, deleted Benghazi emails, and betrayed the trust of Americans scandal after scandal.",Hillary Clinton,0,-2,-3
"Hillary has sacrificed more Ambassadors, told more lies, hid and destroyed more evidence... The beat goes on,,, @user",Hillary Clinton,2,-2,-3
Hillary is killing it so far on the trail. She's finally showing her personal side and I think it will benefit her profoundly.,Hillary Clinton,3,2,2
Hillary is on her way to #Baltimore to be their champion. #BaltimoreRiots,Hillary Clinton,1,0,0
Hillary is our best choice if we truly want to continue being a progressive nation. #Ohio,Hillary Clinton,2,2,3
"Hillary must have been at the Navy Yard, under sniper fire!",Hillary Clinton,-1,-1,-1
Hillary needs to go to a Sheetz gas station after 10 pm to see the real America.,Hillary Clinton,0,-2,-1
"Hillary says people should and do trust her, phew wee I am glad she finally got that issue behind her.",Hillary Clinton,0,-1,1
Hillary upset GOP candidates didn't respond to Trump's illegal imm comments immediately-yet we're still waiting for her emails.,Hillary Clinton,0,-1,-2
"Hillary wants to be a champion for women, unless they're unborn.",Hillary Clinton,0,-1,-2
"Hillary wants to be a champion for women, unless they're unborn.",Women,0,-1,-1
Hillary will get past the primaries cause Dem voters don't think she can do any wrong. But she will be beat in November,Hillary Clinton,2,-1,-1
Hillary's New Campaign slogan is:  HILLARY - NOTHING TO HIDE BUT THE TRUTH!  #tcot #WakeUpAmerica,Hillary Clinton,0,-2,-2
Hillary's campaign events are scripted dog & pony shows designed to shelter her from vetting b4 the coronation,Hillary Clinton,-1,-2,-3
Hillary's campaign raised $45 million  91% of all donations were $100 or less  This is a record. Beating Obama's record in '11,Barack Obama,1,0,1
Hillary's campaign raised $45 million  91% of all donations were $100 or less  This is a record. Beating Obama's record in '11,Hillary Clinton,1,2,1
Hillary: -Assad is a reformer -Putin is re-settable -Libya Jihadist are allies -Iran not building Nukes -Strom is right #tcot,Hillary Clinton,-1,-1,-2
Hillary: stop pretending you were supporting the LGBT people when you opposed them until 2013. You are a lying conniving human,Hillary Clinton,1,-2,-2
"HillaryClinton Next up for legalization: Your pet goat, or your #pedophile neighbor 'dating' the 9 year old next door..",Hillary Clinton,-1,-3,-2
Hilliary: I provided all work related emails  State Dept: There are work related emails you didn't provide  #Hillaredacted,Hillary Clinton,0,-1,-3
Hilly & Barry's Bloody Benghazi Bamboozle #HillaryIceCreamFlavors   #tcot #WakeUpAmerica,Hillary Clinton,-1,-1,-2
"Holy shit ,the @realDonaldTrump is one looney mother fucker.  He'll never make it to the first debate #sideshow",Donald Trump,-3,-3,-2
Hopefully Hillary Clinton gets cancer and dies before she gets the opportunity to embarrass our country any further. #july4th,Hillary Clinton,-1,-2,-1
How anyone can believe a single word that comes out of that woman's mouth is beyond me...,Hillary Clinton,-2,-2,-3
How can she live with herself? #Benghazi,Hillary Clinton,-2,-1,-2
How can we expect u to make good financial decisions for the US if u can't manage ur own multimillion $ salary so ur not broke,Hillary Clinton,-2,-1,0
How can you be female and not be a feminist? Like do you not care about your rights as a women or what?,Women,0,1,2
"How did the crucifixion of #Christ lead the world to #salvation, when the only thing it started was the #DarkAges? #skepticism",Religious people,-1,-1,-2
How soon do you think WWIII &WWWIV will begin? #U9tedWeStand #EndRacism #EndReligion #EndSexism #EndMisogyny #LoveYourNeighbor,Religious people,-1,-1,-2
How to oppress a strong and independent woman? Sit in a certain way... #manspreading,Women,0,-1,-1
Human rights are women's rights and women's rights are human rights. - Hillary Clinton,Women,2,3,2
"I AM A CROOK...and I like it, like it, yes I do #HillaryCampaignSlogan  #WakeUpAmerica #StopHillary2016 #specialreport",Hillary Clinton,-1,-2,-3
"I HOPE YOU GET RAPED is apparently how misogynists say ""How dare you not bend to my will?""  #YesAllWomen",Women,0,-1,-1
I NEED FEMINISM BECAUSE- A man in a room full of women is ecstatic. A woman in a room full of men is terrified.,Women,0,0,-1
I admire how real and unapologetic Donald Trump is on his Political standpoints,Donald Trump,2,2,1
I always joke about anything political bc if I were serious I'd end up offending people and not realize it.,Hillary Clinton,0,0,0
"I am 42 years old and "" Nothing Compares 2 U "" is still the greatest love song of my lifetime . Sinead O'Connor ranks high amongst the women to whom we did wrong , years before Britney ( not that it's a competition or makes anything better ) . Give her her flowers before it's too late .",Women,1,3,2
"I am a big HILLARY Clinton supporter. My plan is working, poor Donnie doesn't even know. #Trump2016",Donald Trump,-1,0,-1
"I am a big HILLARY Clinton supporter. My plan is working, poor Donnie doesn't even know. #Trump2016",Hillary Clinton,2,1,2
"I am a man, but I feel most qualified to make healthcare decisions for women.   #ThingsYouDontSayAsAPolitician",Women,-1,0,0
I am against religion because it teaches us to be satisfied with not understanding the world. - @user,Religious people,0,-1,-1
I am just as much a feminist as any pro-choicer. I simply carry my beliefs to their logical conclusion. #faminism #YesAllWomen,Women,1,2,1
"I am not free while any woman is unfree, even when her shackles are very different from my own Audre Lorde #feminist",Women,0,2,2
I believe that every women should have their own rights!!,Women,2,2,2
"I believe that too often religious people do good for the same reasons non-religious do, but they give undo credit to their faith.",Religious people,-1,0,0
I can tell women what to do with their bodies  #ThingsYouDontSayAsAPolitician,Women,-1,-1,-2
I can vote in 2016 after all ayyyyyyyyyy,Donald Trump,0,1,0
I can vote in 2016 after all ayyyyyyyyyy,Hillary Clinton,0,1,0
I can't believe some of the reasons people say they need feminism. I need my dog for half of the same reasons.  #antifeminist,Women,-1,-2,-2
I cannot believe there are still people in this century who opposed to women having rights over their own bodies! #disgusted,Women,1,1,2
I cant handle it when a 30 yr old woman talks about how others need to grow up all the time while having a hissy fit over someone having a differing opinion than her . #growup,Women,-2,-2,-1
I could never take the idea of religion very seriously. ~Joyce Carol Oates,Religious people,0,-1,-1
I do not wish for #Women to have power over #Men but over themselves. #Milan #KnockKnock #PAK_Army #PTIFamily,Women,0,1,-1
I don't  care why the globe is warming. I just want to stop it before there is irreparable harm #fuckpolitics #sciencerules,Environmentalists,1,0,1
I don't believe in the hereafter.  I believe in the here and now.,Religious people,0,0,-2
I don't even recognize America anymore. #scary,Nonreligious people,1,0,0
I dont understand the people that bash Donald Trump but take Hillary Clinton seriously,Donald Trump,1,0,2
I dont understand the people that bash Donald Trump but take Hillary Clinton seriously,Hillary Clinton,-1,0,-2
I dreamt about Hilary Clinton last night. Does this mean her plans to control us and take over the world are coming true?,Hillary Clinton,0,-2,-2
I feel confident that @HillaryClinton will win  in 2016.,Hillary Clinton,2,1,2
I feel dumb that I am so broke and Donald Trump is a billionaire.,Donald Trump,-1,-1,-1
I find allowing the deaths of Americans in Benghazi to be more offensive than the name Redskins. #Benghazi #redskins,Hillary Clinton,-1,0,-2
I got it! I got it!   A Hillary accomplishment!   She's managed to stay out of prison despite a 30-year crime spree. #tcot #ocra,Hillary Clinton,-1,-1,-3
"I guarantee Hillary could care less about black rights.  If Obama did, blacks wouldn't be in the same predicament still.",Barack Obama,-1,-2,-2
"I guarantee Hillary could care less about black rights.  If Obama did, blacks wouldn't be in the same predicament still.",Hillary Clinton,-2,-2,0
"I hate Hillary Clinton and Obama, please go die together  thrown into the ocean get ripped into prices by sharks.",Barack Obama,-2,-3,-2
"I hate Hillary Clinton and Obama, please go die together  thrown into the ocean get ripped into prices by sharks.",Hillary Clinton,0,-3,-3
I have a dream ! The end of religion  #AP666 #AtheistRollCall #TeamAtheist #freethinker #freedom,Religious people,0,-2,-1
I hope every Billionaire learned their lesson bout talking sh%t about Mexicans!  Do it in your golf clubs NOT on TV!,Donald Trump,-1,-1,-2
"I hope for a time when schools teach 'ethics' instead of 'religion'. Sure - inc faiths bt in a sociocultl, geopoliticl context",Religious people,-1,1,-3
I just cancelled my reservation at the Trump hotel in Las Vegas.  I hope like minded people intolerant of bigots do the same,Donald Trump,-2,-2,-3
I just gave an unhealthy amount of my hard-earned money away to the big gov't & untrustworthy IRS. #WhyImNotVotingForHillary,Hillary Clinton,-1,-1,-3
I know why he has to do it. Given the audience and the events. But the God talk in President Obama's speech jars with me. A lot.,Barack Obama,1,-1,-1
I like how I'm banned from the FFAF(Freedom from Atheism Foundation) on Facebook. I guess I was too harsh in my comments..,Nonreligious people,-1,0,0
I like many entries in the 2016 Presidential race; but no one is more accomplished than Donald Trump. His cabinet will be full.,Donald Trump,2,2,2
I love how #liberals only accuse #conservatives of war on women when we don't want to fund Planned Parenthood,Women,0,-1,-1
I love how everyone thinks canceling @realDonaldTrump's ventures will do anything but hurt themselves. This man has my vote!,Donald Trump,2,1,3
I love the smell of Hillary in the morning. It smells like Republican Victory. #TedCruz2016 #MarcoRubio,Hillary Clinton,-1,0,-2
"I need @JamesCarville & @HillaryClinton to stop emailing me. I love you, but I need my space. #stillvotingforyou",Hillary Clinton,1,1,1
I need feminism because:  A man in a room full of women is ecstatic. A woman in a room full of men is terrified.,Women,0,2,1
I nominate Donald Trump for the new ambassador to Mexico. #Mexico #Tacos,Donald Trump,-1,0,1
I put more effort into my girls than guys cuz boys smell bad 🤷🏼‍♀️,Women,-1,-1,1
I really need my new @HillaryClinton shirt to come in. Meeting some people at the brewery same night as a Bernie meetup there.,Hillary Clinton,1,1,2
I refuse to let people like you shame and insult women for accessing healthcare. Sorry. Just no.,Women,1,2,1
"I see more and more people each day question God's work and why he does things. If you believe, you shouldn't have any questions.",Nonreligious people,-1,-1,-1
"I stand with @HillaryClinton I know she is for women, poor,children, middle class and GUN CONTROL.",Hillary Clinton,2,2,2
"I still cannot get over how much women are degraded in media, sports, and the business world simply because of who we are",Women,2,1,1
I suddenly find myself liking @nbc a whole lot more than ever before.forPresidentoftheClubofIdiots,Donald Trump,-2,-1,0
"I support Bernie on account USA needs a new direction but, if he loses in primary ,I'll support Hillary Clinton. #Sanders2016",Hillary Clinton,1,1,1
I sure hope @realDonaldTrump calls @JustinTrudeau a pathetic weak leader again at this years #G7 #TrudeauMustGo,Donald Trump,2,-1,0
I suspect Hillary's Scooby Doo tour is being used as a distraction from ServerGate et al.  #NoObamaThirdTerm,Barack Obama,-1,-2,-2
I suspect Hillary's Scooby Doo tour is being used as a distraction from ServerGate et al.  #NoObamaThirdTerm,Hillary Clinton,0,-2,-2
I think I am going to vote for Monica Lewinsky's Ex- boyfriends Wife,Hillary Clinton,0,0,0
"I think a woman should have the choice of what to do with HER BODY.. But, what do I know? Im only a woman sure",Women,1,2,2
I think it's funny people think Bernie can take on Hillary and Bill,Hillary Clinton,1,1,2
I think it's okay for a woman to take a mans name if she wants to. #genderequality,Women,1,2,1
"I think marriage is as it has always been, between a man and a woman. - @HillaryClinton  #MarriageEquaility #justsaying",Hillary Clinton,0,0,1
I think my username would be cool but now it looks stupid.,Religious people,0,0,0
I think that everything she says is a lie.   I mean EVERYTHING.   I don't even think her name is Hillary.  #WakeUpAmerica,Hillary Clinton,-3,-3,-2
I want America to great again #WhyImNotVotingForHillary,Hillary Clinton,-1,0,-2
I wish #OliviaPope could run @HillaryClinton 's campaign... #Scandal #livisreal,Hillary Clinton,1,0,1
I wonder if Trump is at the Mexico soccer game in Chicago? I hear he has a lot of supporters there,Donald Trump,0,0,0
I wonder if Trump's campaign manager is still just drinking or have they moved on to harder stuff.,Donald Trump,-1,-1,-2
I wonder what would happen if riots started breaking out across the globe because of how poorly women are treated by some men.,Women,1,0,1
I would LMAO if some negro Democrat decides to run for President. #HillaryClinton2016 #HillarysBigAnnouncement #HillarysDonors,Hillary Clinton,0,-2,-1
I would be so embarrassed if @realDonaldTrump were my dad. My dad was #conservative #Marine but not stupid or unkind. #yuck,Donald Trump,-1,-2,-2
I would never expect an 11 year old girl to have to carry a pregnancy to term,Women,1,-1,1
I would rather stand with #God and be judged by the world than stand with the world and be judged by God. #Godsnotdead #Truth,Nonreligious people,-2,0,-1
"I would vote for @realDonaldTrump if he had a hilariously oversized head, I'm talking 2x size of his body",Donald Trump,-1,-1,0
"I wrote 'The Art of the Deal,' the number one best selling business book of all time, at least I think",Donald Trump,1,1,1
"I'd love for some reporter to ask, ""Sec Clinton, will u b returning the White House china, if elected? Or did u already hock it?",Hillary Clinton,-1,-1,-1
"I'd rather share the road with a man who just pulled an all nighter and blew a .2 than a sober, well rested, woman. #Equality",Women,-3,-2,-1
I'd still rather have Aaron Hernandez as President than Hillary.,Hillary Clinton,-2,-2,-2
I'm #SingleBecause MOST of you mortals are some high maintenance whiny ass little bitches! #EarthShatteringMicDrop #FSM,Women,0,-3,-2
I'm 19 years old and care about politics and elections.... I feel like I'm 67 years old,Hillary Clinton,0,1,0
"I'm 72 yrs old and ever since I was 6 yrs old I wanted to live long enough to see a woman President - Jim from Monticello, IA",Hillary Clinton,2,2,2
I'm Fonald Frump and EVERYBODY THINKS YOU'RE AN IDIOT.forPresident,Donald Trump,-1,-3,-2
"I'm a woman who cannot conceive, and I proudly beg you to reconsider killing what I'd die for.               #ProLifeYouth",Women,0,-1,-1
I'm a woman. Can I be President? @user,Hillary Clinton,0,0,-1
I'm a woman. Can I be President? @user,Women,0,1,0
I'm conservative but I must admit I'd rather see @user as president than Mrs. Clinton. #stillvotingGOP #politics,Hillary Clinton,-1,-1,-1
I'm going to apply for the Intern job,Hillary Clinton,0,0,0
I'm offended @HillaryClinton is Not in Prison & I'm offended  hasn't started 2 #ImpeachObama Now @BarackObama,Barack Obama,-1,-2,-1
I'm offended @HillaryClinton is Not in Prison & I'm offended  hasn't started 2 #ImpeachObama Now @BarackObama,Hillary Clinton,-1,-2,-2
I'm on the edge of my seat to start volunteering for @HillaryClinton 's presidential campaign!  So excited!!  #cantwait,Hillary Clinton,1,3,3
I'm proud to announce I support #HillaryClinton!!!!,Hillary Clinton,1,2,3
